INT	INT	INT	INT	INT	STRING	STRING	STRING	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	STRING
30301048	3	3	1	48	Scroll_5	64鞋配方	按此配方可制成64级鞋一双。	1	400	9	1	700108	55	1	5	4	-1	4	配方
30301049	3	3	1	49	Scroll_5	71帽配方	按此配方可制成71级帽子一顶。	1	500	9	1	700109	55	1	5	5	-1	4	配方
30301050	3	3	1	50	Scroll_5	74衣配方	按此配方可制成74级衣服一件。	1	500	9	1	700110	55	1	5	5	-1	4	配方
30301051	3	3	1	51	Scroll_5	73护腕配方	按此配方可制成73级护腕一件。	1	500	9	1	700111	55	1	5	5	-1	4	配方
30301052	3	3	1	52	Scroll_5	72鞋配方	按此配方可制成72级鞋一双。	1	500	9	1	700112	55	1	5	5	-1	4	配方
30301053	3	3	1	53	Scroll_5	76级帽配方	按此配方可制成76级帽子一顶。	1	600	9	1	700113	55	1	5	6	-1	4	配方
30301054	3	3	1	54	Scroll_5	79级衣配方	按此配方可制成79级衣服一件。	1	600	9	1	700114	55	1	5	6	-1	4	配方
30301055	3	3	1	55	Scroll_5	78级护腕配方	按此配方可制成78级护腕一件。	1	600	9	1	700115	55	1	5	6	-1	4	配方
30301056	3	3	1	56	Scroll_5	77级鞋配方	按此配方可制成77级鞋一双。	1	600	9	1	700116	55	1	5	6	-1	4	配方
30301057	3	3	1	57	Scroll_5	81帽配方	按此配方可制成81级帽子一顶。	1	700	9	1	700117	55	1	5	7	-1	4	配方
30301058	3	3	1	58	Scroll_5	84衣配方	按此配方可制成84级衣服一件。	1	700	9	1	700118	55	1	5	7	-1	4	配方
30301059	3	3	1	59	Scroll_5	83护腕配方	按此配方可制成83级护腕一件。	1	700	9	1	700119	55	1	5	7	-1	4	配方
30301060	3	3	1	60	Scroll_5	82鞋配方	按此配方可制成82级鞋一双。	1	700	9	1	700120	55	1	5	7	-1	4	配方
30301061	3	3	1	61	Scroll_5	86帽配方	按此配方可制成86级帽子一顶。	1	700	9	1	700121	55	1	5	7	-1	4	配方
30301062	3	3	1	62	Scroll_5	89衣配方	按此配方可制成89级衣服一件。	1	700	9	1	700122	55	1	5	7	-1	4	配方
30301063	3	3	1	63	Scroll_5	88护腕配方	按此配方可制成88级护腕一件。	1	700	9	1	700123	55	1	5	7	-1	4	配方
30301064	3	3	1	64	Scroll_5	87鞋配方	按此配方可制成87级鞋一双。	1	700	9	1	700124	55	1	5	7	-1	4	配方
30301065	3	3	1	65	Scroll_5	91帽配方	按此配方可制成91级帽子一顶。	1	750	9	1	700125	55	1	5	8	-1	4	配方
30301066	3	3	1	66	Scroll_5	94衣配方	按此配方可制成94级衣服一件。	1	750	9	1	700126	55	1	5	8	-1	4	配方
30301067	3	3	1	67	Scroll_5	93护腕配方	按此配方可制成93级护腕一件。	1	750	9	1	700127	55	1	5	8	-1	4	配方
30301068	3	3	1	68	Scroll_5	92鞋配方	按此配方可制成92级鞋一双。	1	750	9	1	700128	55	1	5	8	-1	4	配方
30301069	3	3	1	69	Scroll_5	96帽配方	按此配方可制成96级帽子一顶。	1	750	9	1	700129	55	1	5	8	-1	4	配方
30301070	3	3	1	70	Scroll_5	99衣配方	按此配方可制成99级衣服一件。	1	750	9	1	700130	55	1	5	8	-1	4	配方
30301071	3	3	1	71	Scroll_5	98护腕配方	按此配方可制成98级护腕一件。	1	750	9	1	700131	55	1	5	8	-1	4	配方
30301072	3	3	1	72	Scroll_5	97鞋配方	按此配方可制成97级鞋一双。	1	750	9	1	700132	55	1	5	8	-1	4	配方
30302001	3	3	2	1	Scroll_6	百花链配方	8级项链配方。	1	20	9	1	700133	55	1	6	1	-1	4	配方
30302002	3	3	2	2	Scroll_6	松石结配方	18级项链配方。	1	120	9	1	700134	55	1	6	2	-1	4	配方
30302003	3	3	2	3	Scroll_6	玛瑙护符配方	28级项链配方。	1	220	9	1	700135	55	1	6	3	-1	4	配方
30302004	3	3	2	4	Scroll_6	蓝牙束配方	38级项链配方。	1	320	9	1	700136	55	1	6	4	-1	4	配方
30302005	3	3	2	5	Scroll_6	暖晶项链配方	48级项链配方。	1	420	9	1	700137	55	1	6	5	-1	4	配方
30302006	3	3	2	6	Scroll_6	七情束配方	58级项链配方。	1	520	9	1	700138	55	1	6	6	-1	4	配方
30302007	3	3	2	7	Scroll_6	情人泪配方	68级项链配方。	1	620	9	1	700139	55	1	6	7	-1	4	配方
30302008	3	3	2	8	Scroll_6	引路铃配方	78级项链配方。	1	720	9	1	700140	55	1	6	8	-1	4	配方
30302009	3	3	2	9	Scroll_6	月光配方	88级项链配方。	1	820	9	1	700141	55	1	6	9	-1	4	配方
30302010	3	3	2	10	Scroll_6	蝶仙配方	98级项链配方。	1	920	9	1	700142	55	1	6	10	-1	4	配方
30302011	3	3	2	11	Scroll_6	樱花腰带配方	2级腰饰配方。	1	50	9	1	700143	55	1	6	1	-1	4	配方
30302012	3	3	2	12	Scroll_6	吉祥腰带配方	12级腰饰配方。	1	150	9	1	700144	55	1	6	2	-1	4	配方
30302013	3	3	2	13	Scroll_6	苍蟒腰带配方	22级腰饰配方。	1	250	9	1	700145	55	1	6	3	-1	4	配方
30302014	3	3	2	14	Scroll_6	云瑶箍环配方	32级腰饰配方。	1	350	9	1	700146	55	1	6	4	-1	4	配方
30302015	3	3	2	15	Scroll_6	惊雷环带配方	42级腰饰配方。	1	450	9	1	700147	55	1	6	5	-1	4	配方
30302016	3	3	2	16	Scroll_6	混天环带配方	52级腰饰配方。	1	550	9	1	700148	55	1	6	6	-1	4	配方
30302017	3	3	2	17	Scroll_6	神霄带配方	62级腰饰配方。	1	650	9	1	700149	55	1	6	7	-1	4	配方
30302018	3	3	2	18	Scroll_6	七曜腰环配方	72级腰饰配方。	1	750	9	1	700150	55	1	6	8	-1	4	配方
30302019	3	3	2	19	Scroll_6	紫霞配方	82级腰饰配方。	1	850	9	1	700151	55	1	6	9	-1	4	配方
30302020	3	3	2	20	Scroll_6	镇日配方	92级腰饰配方。	1	950	9	1	700152	55	1	6	10	-1	4	配方
30302021	3	3	2	21	Scroll_6	银戒指配方	5级戒指配方。	1	80	9	1	700153	55	1	6	1	-1	4	配方
30302022	3	3	2	22	Scroll_6	翡翠扳指配方	15级戒指配方。	1	180	9	1	700154	55	1	6	2	-1	4	配方
30302023	3	3	2	23	Scroll_6	冰茫戒指配方	25级戒指配方。	1	280	9	1	700155	55	1	6	3	-1	4	配方
30302024	3	3	2	24	Scroll_6	龙纹戒指配方	35级戒指配方。	1	380	9	1	700156	55	1	6	4	-1	4	配方
30302025	3	3	2	25	Scroll_6	相思配方	45级戒指配方。	1	480	9	1	700157	55	1	6	5	-1	4	配方
30302026	3	3	2	26	Scroll_6	灵韵配方	55级戒指配方。	1	580	9	1	700158	55	1	6	6	-1	4	配方
30302027	3	3	2	27	Scroll_6	九宫配方	65级戒指配方。	1	680	9	1	700159	55	1	6	7	-1	4	配方
30302028	3	3	2	28	Scroll_6	玲珑配方	75级戒指配方。	1	780	9	1	700160	55	1	6	8	-1	4	配方
30302029	3	3	2	29	Scroll_6	摄魂配方	85级戒指配方。	1	880	9	1	700161	55	1	6	9	-1	4	配方
30302030	3	3	2	30	Scroll_6	神祭配方	95级戒指配方。	1	980	9	1	700162	55	1	6	10	-1	4	配方
30303001	3	3	3	1	TaskTools1_4	初级药配方	用10个初级材料如“白英”、“蒲黄”、“川贝”、“枇杷”等，或3个中级材料如“枸杞”、“沉香”、“杜仲”、“苍术”等，或1个高级材料如“首乌”、“当归”、“人参”、“回神草”等合成药	1	10	9	1	700163	55	1	2	1	-1	4	配方
30303002	3	3	3	2	TaskTools1_4	中级药配方	用3个中级材料如“枸杞”、“沉香”、“杜仲”、“苍术”等，或1个高级材料如“首乌”、“当归”、“人参”、“回神草”合成药	1	100	9	1	700164	55	1	2	2	-1	4	配方
30303003	3	3	3	3	TaskTools1_4	高级药配方	用1个高级材料如“首乌”、“当归”、“人参”、“回神草”合成药	1	200	9	1	700165	55	1	2	3	-1	4	配方
30303004	3	3	3	4	Scroll_3	金创药配方	30级药品配方。	1	300	9	1	700166	55	1	2	4	-1	4	配方
30303005	3	3	3	5	Scroll_3	归灵丸配方	30级药品配方。	1	400	9	1	700167	55	1	2	5	-1	4	配方
30303006	3	3	3	6	Scroll_3	天麻膏配方	30级药品配方。	1	500	9	1	700168	55	1	2	6	-1	4	配方
30303007	3	3	3	7	Scroll_3	翠波散配方	30级药品配方。	1	600	9	1	700169	55	1	2	7	-1	4	配方
30303008	3	3	3	8	Scroll_3	雷泽散配方	30级药品配方。	1	700	9	1	700170	55	1	2	8	-1	4	配方
30303009	3	3	3	9	Scroll_3	火护散配方	30级药品配方。	1	800	9	1	700171	55	1	2	9	-1	4	配方
30303010	3	3	3	10	Scroll_3	避毒散配方	30级药品配方。	1	900	9	1	700172	55	1	2	10	-1	4	配方
30303011	3	3	3	11	Scroll_3	庇护散配方	30级药品配方。	1	10	9	1	700173	55	1	2	1	-1	4	配方
30303012	3	3	3	12	Scroll_3	首乌丹配方	60级药品配方。	1	100	9	1	700174	55	1	2	2	-1	4	配方
30303013	3	3	3	13	Scroll_3	琼丹配方	60级药品配方。	1	200	9	1	700175	55	1	2	3	-1	4	配方
30303014	3	3	3	14	Scroll_3	红颜膏配方	60级药品配方。	1	300	9	1	700176	55	1	2	4	-1	4	配方
30303015	3	3	3	15	Scroll_3	霸王丸配方	60级药品配方。	1	400	9	1	700177	55	1	2	5	-1	4	配方
30303016	3	3	3	16	Scroll_3	仙玉丸配方	60级药品配方。	1	500	9	1	700178	55	1	2	6	-1	4	配方
30303017	3	3	3	17	Scroll_3	无回丸配方	60级药品配方。	1	600	9	1	700179	55	1	2	7	-1	4	配方
30303018	3	3	3	18	Scroll_3	梯云丸配方	60级药品配方。	1	700	9	1	700180	55	1	2	8	-1	4	配方
30303019	3	3	3	19	Scroll_3	神定丸配方	60级药品配方。	1	800	9	1	700181	55	1	2	9	-1	4	配方
30303020	3	3	3	20	Scroll_3	障罗丸配方	60级药品配方。	1	900	9	1	700182	55	1	2	10	-1	4	配方
30303021	3	3	3	21	Scroll_3	辉月丸配方	60级药品配方。	1	10	9	1	700183	55	1	2	1	-1	4	配方
30303022	3	3	3	22	Scroll_3	仙丹魂魄配方	90级药品配方。	1	100	9	1	700184	55	1	2	2	-1	4	配方
30303023	3	3	3	23	Scroll_3	仙丹往生配方	100级药品配方。	1	200	9	1	700185	55	1	2	3	-1	4	配方
30303024	3	3	3	24	Scroll_3	仙丹金元配方	90级药品配方。	1	300	9	1	700186	55	1	2	4	-1	4	配方
30303025	3	3	3	25	Scroll_3	仙丹神通配方	100级药品配方。	1	400	9	1	700187	55	1	2	5	-1	4	配方
30303026	3	3	3	26	Scroll_3	延寿膏配方	90级药品配方。	1	500	9	1	700188	55	1	2	6	-1	4	配方
30303027	3	3	3	27	Scroll_3	不老膏配方	100级药品配方。	1	600	9	1	700189	55	1	2	7	-1	4	配方
30303028	3	3	3	28	Scroll_3	力撼地配方	100级药品配方。	1	700	9	1	700190	55	1	2	8	-1	4	配方
30303029	3	3	3	29	Scroll_3	灵仙罗配方	100级药品配方。	1	800	9	1	700191	55	1	2	9	-1	4	配方
30303030	3	3	3	30	Scroll_3	体天若配方	100级药品配方。	1	900	9	1	700192	55	1	2	10	-1	4	配方
30303031	3	3	3	31	Scroll_3	敏飞升配方	100级药品配方。	1	100	9	1	700193	55	1	2	2	-1	4	配方
30303032	3	3	3	32	Scroll_3	定致远配方	100级药品配方。	1	300	9	1	700194	55	1	2	4	-1	4	配方
30303033	3	3	3	33	Scroll_3	防列阵配方	100级药品配方。	1	500	9	1	700195	55	1	2	6	-1	4	配方
30303034	3	3	3	34	Scroll_3	防阴阳配方	100级药品配方。	1	700	9	1	700196	55	1	2	8	-1	4	配方
30303035	3	3	3	35	Scroll_3	龙牙散配方	100级药品配方。	1	900	9	1	700197	55	1	2	10	-1	4	配方
30303036	3	3	3	36	Scroll_3	伯灵散配方	100级药品配方。	1	100	9	1	700198	55	1	2	2	-1	4	配方
30303037	3	3	3	37	Scroll_3	冰灵散配方	100级药品配方。	1	300	9	1	700199	55	1	2	4	-1	4	配方
30303038	3	3	3	38	Scroll_3	金雷散配方	100级药品配方。	1	500	9	1	700200	55	1	2	6	-1	4	配方
30303039	3	3	3	39	Scroll_3	真火散配方	100级药品配方。	1	700	9	1	700201	55	1	2	8	-1	4	配方
30303040	3	3	3	40	Scroll_3	九藜散配方	100级药品配方。	1	900	9	1	700202	55	1	2	10	-1	4	配方
30303041	3	3	3	41	Scroll_3	天眼丹配方	100级药品配方。	1	100	9	1	700203	55	1	2	2	-1	4	配方
30303042	3	3	3	42	Scroll_3	小经验丹配方	60级药品配方。	1	300	9	1	700204	55	1	2	4	-1	4	配方
30303043	3	3	3	43	Scroll_3	大经验丹配方	60级药品配方。	1	500	9	1	700205	55	1	2	6	-1	4	配方
30303044	3	3	3	44	Scroll_3	王母仙丹配方	60级药品配方。	1	700	9	1	700206	55	1	2	8	-1	4	配方
30303045	3	3	3	45	Scroll_3	英月散配方	60级药品配方。	1	900	9	1	700207	55	1	2	10	-1	4	配方
30303046	3	3	3	46	Scroll_3	火龙丹配方	60级药品配方。	1	100	9	1	700208	55	1	2	2	-1	4	配方
30303047	3	3	3	47	Scroll_3	千尺丹配方	60级药品配方。	1	300	9	1	700209	55	1	2	4	-1	4	配方
30303048	3	3	3	48	Scroll_3	定气散配方	60级药品配方。	1	500	9	1	700210	55	1	2	6	-1	4	配方
30303049	3	3	3	49	Scroll_3	冥意散配方	60级药品配方。	1	700	9	1	700211	55	1	2	8	-1	4	配方
30303050	3	3	3	50	Scroll_3	灵触散配方	60级药品配方。	1	900	9	1	700212	55	1	2	10	-1	4	配方
30304001	3	3	4	1	TaskTools1_4	初级食物配方	用10个初级材料如“小麦”、“大麦”、“玉米”等，或3个中级材料如“花生”、“高粱”、“红薯”等，或1个高级材料“绿豆”、“黄豆”、“蚕豆”等合成食物	1	10	9	1	700213	55	1	1	1	-1	4	配方
30304002	3	3	4	2	TaskTools1_4	中级食物配方	用3个中级材料“花生”、“高粱”、“红薯”等，或1个高级材料“绿豆”、“黄豆”、“蚕豆”合成食物	1	100	9	1	700214	55	1	1	2	-1	4	配方
30304003	3	3	4	3	TaskTools1_4	高级食物配方	用1个高级材料“绿豆”、“黄豆”、“蚕豆”合成食物	1	200	9	1	700215	55	1	1	3	-1	4	配方
30304004	3	3	4	4	TaskTools2_7	玉米饼配方	30级食物配方。	1	300	9	1	700216	55	1	1	4	-1	4	配方
30304005	3	3	4	5	TaskTools2_7	混沌配方	60级食物配方。	1	400	9	1	700217	55	1	1	5	-1	4	配方
30304006	3	3	4	6	TaskTools2_7	麻花配方	90级食物配方。	1	500	9	1	700218	55	1	1	6	-1	4	配方
30304007	3	3	4	7	TaskTools2_7	元宵配方	100级食物配方。	1	600	9	1	700219	55	1	1	7	-1	4	配方
30304008	3	3	4	8	TaskTools2_7	水晶丸子配方	110级食物配方。	1	700	9	1	700220	55	1	1	8	-1	4	配方
30304009	3	3	4	9	TaskTools2_7	煎饼配方	120级食物配方。	1	800	9	1	700221	55	1	1	9	-1	4	配方
30304010	3	3	4	10	TaskTools2_7	八宝粥配方	30级食物配方。	1	900	9	1	700222	55	1	1	10	-1	4	配方
30304011	3	3	4	11	TaskTools2_7	过桥米线配方	60级食物配方。	1	900	9	1	700223	55	1	1	11	-1	4	配方
30304012	3	3	4	12	TaskTools2_7	米糕配方	90级食物配方。	1	900	9	1	700224	55	1	1	12	-1	4	配方
30304013	3	3	4	13	TaskTools2_7	桃酥配方	100级食物配方。	1	10	9	1	700225	55	1	1	1	-1	4	配方
30304014	3	3	4	14	TaskTools2_7	粉皮配方	110级食物配方。	1	100	9	1	700226	55	1	1	2	-1	4	配方
30304015	3	3	4	15	TaskTools2_7	窝窝头配方	120级食物配方。	1	200	9	1	700227	55	1	1	3	-1	4	配方
30304016	3	3	4	16	TaskTools2_7	红焖熊爪配方	60级食物配方。	1	300	9	1	700228	55	1	1	4	-1	4	配方
30304017	3	3	4	17	TaskTools2_7	紫菜汤配方	60级食物配方。	1	400	9	1	700229	55	1	1	5	-1	4	配方
30304018	3	3	4	18	TaskTools2_7	红烧甲鱼配方	60级食物配方。	1	500	9	1	700230	55	1	1	6	-1	4	配方
30304019	3	3	4	19	TaskTools2_7	排骨粥配方	60级食物配方。	1	600	9	1	700231	55	1	1	7	-1	4	配方
30304020	3	3	4	20	TaskTools2_7	灌汤包配方	60级食物配方。	1	700	9	1	700232	55	1	1	8	-1	4	配方
30304021	3	3	4	21	TaskTools2_7	洋参土鳖粥配方	100级食物配方。	1	800	9	1	700233	55	1	1	9	-1	4	配方
30304022	3	3	4	22	TaskTools2_7	馒头配方	1级食物配方。	1	10	9	1	700398	55	1	1	1	-1	4	配方
30307001	3	3	7	1	TaskTools1_4	小血咒配方	10级门派配方。	1	100	9	1	700234	55	1	16	1	-1	4	配方
30307002	3	3	7	2	TaskTools1_4	红血咒配方	30级门派配方。	1	300	9	1	700235	55	1	16	3	-1	4	配方
30307003	3	3	7	3	TaskTools1_4	赤血咒配方	50级门派配方。	1	500	9	1	700236	55	1	16	5	-1	4	配方
30307004	3	3	7	4	TaskTools1_4	千血咒配方	70级门派配方。	1	700	9	1	700237	55	1	16	7	-1	4	配方
30307005	3	3	7	5	TaskTools1_4	万血咒配方	90级门派配方。	1	900	9	1	700238	55	1	16	9	-1	4	配方
30307006	3	3	7	6	TaskTools1_4	小魔咒配方	20级门派配方。	1	100	9	1	700239	55	1	16	2	-1	4	配方
30307007	3	3	7	7	TaskTools1_4	大魔咒配方	40级门派配方。	1	300	9	1	700240	55	1	16	4	-1	4	配方
30307008	3	3	7	8	TaskTools1_4	地魔咒配方	60级门派配方。	1	500	9	1	700241	55	1	16	6	-1	4	配方
30307009	3	3	7	9	TaskTools1_4	鬼魔咒配方	80级门派配方。	1	700	9	1	700242	55	1	16	8	-1	4	配方
30307010	3	3	7	10	TaskTools1_4	天魔咒配方	100级门派配方。	1	900	9	1	700243	55	1	16	10	-1	4	配方
30307011	3	3	7	11	TaskTools1_4	大力舍利配方	10级门派配方。	1	100	9	1	700244	55	1	11	1	-1	4	配方
30307012	3	3	7	12	TaskTools1_4	象力舍利配方	40级门派配方。	1	400	9	1	700245	55	1	11	4	-1	4	配方
30307013	3	3	7	13	TaskTools1_4	神力舍利配方	70级门派配方。	1	700	9	1	700246	55	1	11	7	-1	4	配方
30307014	3	3	7	14	TaskTools1_4	小战火配方	10级门派配方。	1	100	9	1	700247	55	1	12	1	-1	4	配方
30307015	3	3	7	15	TaskTools1_4	狼烟火配方	40级门派配方。	1	400	9	1	700248	55	1	12	4	-1	4	配方
30307016	3	3	7	16	TaskTools1_4	连天火配方	70级门派配方。	1	700	9	1	700249	55	1	12	7	-1	4	配方
30307017	3	3	7	17	TaskTools1_4	花子蚂蚁酒配方	10级门派配方。	1	100	9	1	700250	55	1	18	1	-1	4	配方
30307018	3	3	7	18	TaskTools1_4	花子蜈蚣酒配方	40级门派配方。	1	400	9	1	700251	55	1	18	4	-1	4	配方
30307019	3	3	7	19	TaskTools1_4	花子蟒蛇酒配方	70级门派配方。	1	700	9	1	700252	55	1	18	7	-1	4	配方
30307020	3	3	7	20	TaskTools1_4	通灵丹配方	10级门派配方。	1	100	9	1	700253	55	1	14	1	-1	4	配方
30307021	3	3	7	21	TaskTools1_4	太极丹配方	40级门派配方。	1	400	9	1	700254	55	1	14	4	-1	4	配方
30307022	3	3	7	22	TaskTools1_4	圣灵丹配方	70级门派配方。	1	700	9	1	700255	55	1	14	7	-1	4	配方
30307023	3	3	7	23	TaskTools1_4	通灵帖配方	10级门派配方。	1	100	9	1	700256	55	1	13	1	-1	4	配方
30307024	3	3	7	24	TaskTools1_4	太极帖配方	40级门派配方。	1	400	9	1	700257	55	1	13	4	-1	4	配方
30307025	3	3	7	25	TaskTools1_4	圣灵帖配方	70级门派配方。	1	700	9	1	700258	55	1	13	7	-1	4	配方
30307026	3	3	7	26	TaskTools1_4	通灵蛊配方	10级门派配方。	1	100	9	1	700259	55	1	15	1	-1	4	配方
30307027	3	3	7	27	TaskTools1_4	太极蛊配方	40级门派配方。	1	400	9	1	700260	55	1	15	4	-1	4	配方
30307028	3	3	7	28	TaskTools1_4	圣灵蛊配方	70级门派配方。	1	700	9	1	700261	55	1	15	7	-1	4	配方
30307029	3	3	7	29	TaskTools1_4	壮骨晶配方	10级门派配方。	1	100	9	1	700262	55	1	14	1	-1	4	配方
30307030	3	3	7	30	TaskTools1_4	强身晶配方	40级门派配方。	1	300	9	1	700263	55	1	14	3	-1	4	配方
30307031	3	3	7	31	TaskTools1_4	护体晶配方	70级门派配方。	1	500	9	1	700264	55	1	14	5	-1	4	配方
30307032	3	3	7	32	TaskTools1_4	壮骨舍利配方	10级门派配方。	1	700	9	1	700265	55	1	11	7	-1	4	配方
30307033	3	3	7	33	TaskTools1_4	强身舍利配方	40级门派配方。	1	900	9	1	700266	55	1	11	9	-1	4	配方
30307034	3	3	7	34	TaskTools1_4	护体舍利配方	70级门派配方。	1	100	9	1	700267	55	1	11	1	-1	4	配方
30307035	3	3	7	35	TaskTools1_4	壮骨丹配方	10级门派配方。	1	400	9	1	700268	55	1	18	4	-1	4	配方
30307036	3	3	7	36	TaskTools1_4	强身丹配方	40级门派配方。	1	700	9	1	700269	55	1	18	7	-1	4	配方
30307037	3	3	7	37	TaskTools1_4	护体丹配方	70级门派配方。	1	100	9	1	700270	55	1	18	1	-1	4	配方
30307038	3	3	7	38	TaskTools1_4	壮骨帖配方	10级门派配方。	1	400	9	1	700271	55	1	19	4	-1	4	配方
30307039	3	3	7	39	TaskTools1_4	强身帖配方	40级门派配方。	1	700	9	1	700272	55	1	19	7	-1	4	配方
30307040	3	3	7	40	TaskTools1_4	护体帖配方	70级门派配方。	1	100	9	1	700273	55	1	19	1	-1	4	配方
30307041	3	3	7	41	TaskTools1_4	壮骨蛊配方	10级门派配方。	1	400	9	1	700274	55	1	15	4	-1	4	配方
30307042	3	3	7	42	TaskTools1_4	强身蛊配方	40级门派配方。	1	700	9	1	700275	55	1	15	7	-1	4	配方
30307043	3	3	7	43	TaskTools1_4	护体蛊配方	70级门派配方。	1	100	9	1	700276	55	1	15	1	-1	4	配方
30307044	3	3	7	44	TaskTools1_4	灵巧蛊配方	10级门派配方。	1	400	9	1	700277	55	1	15	4	-1	4	配方
30307045	3	3	7	45	TaskTools1_4	燕行蛊配方	40级门派配方。	1	700	9	1	700278	55	1	15	7	-1	4	配方
30307046	3	3	7	46	TaskTools1_4	神行蛊配方	70级门派配方。	1	100	9	1	700279	55	1	15	1	-1	4	配方
30307047	3	3	7	47	TaskTools1_4	灵巧火配方	10级门派配方。	1	400	9	1	700280	55	1	12	4	-1	4	配方
30307048	3	3	7	48	TaskTools1_4	燕行火配方	40级门派配方。	1	700	9	1	700281	55	1	12	7	-1	4	配方
30307049	3	3	7	49	TaskTools1_4	神行火配方	70级门派配方。	1	100	9	1	700282	55	1	12	1	-1	4	配方
30307050	3	3	7	50	TaskTools1_4	灵巧酒配方	10级门派配方。	1	400	9	1	700283	55	1	13	4	-1	4	配方
30307051	3	3	7	51	TaskTools1_4	燕行酒配方	40级门派配方。	1	700	9	1	700284	55	1	13	7	-1	4	配方
30307052	3	3	7	52	TaskTools1_4	神行酒配方	70级门派配方。	1	300	9	1	700285	55	1	13	3	-1	4	配方
30307053	3	3	7	53	TaskTools1_4	灵巧帖配方	10级门派配方。	1	600	9	1	700286	55	1	19	6	-1	4	配方
30307054	3	3	7	54	TaskTools1_4	燕行帖配方	40级门派配方。	1	100	9	1	700287	55	1	19	1	-1	4	配方
30307055	3	3	7	55	TaskTools1_4	神行帖配方	70级门派配方。	1	400	9	1	700288	55	1	19	4	-1	4	配方
30307056	3	3	7	56	TaskTools1_4	灵巧晶配方	10级门派配方。	1	700	9	1	700289	55	1	14	7	-1	4	配方
30307057	3	3	7	57	TaskTools1_4	燕行晶配方	40级门派配方。	1	100	9	1	700290	55	1	14	1	-1	4	配方
30307058	3	3	7	58	TaskTools1_4	神行晶配方	70级门派配方。	1	400	9	1	700291	55	1	14	4	-1	4	配方
30307059	3	3	7	59	TaskTools1_4	小佛舍利配方	10级门派配方。	1	700	9	1	700292	55	1	11	7	-1	4	配方
30307060	3	3	7	60	TaskTools1_4	大佛舍利配方	40级门派配方。	1	100	9	1	700293	55	1	11	1	-1	4	配方
30307061	3	3	7	61	TaskTools1_4	弥勒舍利配方	70级门派配方。	1	400	9	1	700294	55	1	11	4	-1	4	配方
30307062	3	3	7	62	TaskTools1_4	闪避蛊配方	30级门派配方。	1	700	9	1	700295	55	1	15	7	-1	4	配方
30307063	3	3	7	63	TaskTools1_4	躲闪蛊配方	60级门派配方。	1	100	9	1	700296	55	1	15	1	-1	4	配方
30307064	3	3	7	64	TaskTools1_4	菩提舍利配方	30级门派配方。	1	400	9	1	700297	55	1	11	4	-1	4	配方
30307065	3	3	7	65	TaskTools1_4	罗汉舍利配方	60级门派配方。	1	700	9	1	700298	55	1	11	7	-1	4	配方
30307066	3	3	7	66	TaskTools1_4	精炼火配方	20级门派配方。	1	100	9	1	700299	55	1	12	1	-1	4	配方
30307067	3	3	7	67	TaskTools1_4	赤炼火配方	50级门派配方。	1	400	9	1	700300	55	1	12	4	-1	4	配方
30307068	3	3	7	68	TaskTools1_4	神炼火配方	80级门派配方。	1	700	9	1	700301	55	1	12	7	-1	4	配方
30307069	3	3	7	69	TaskTools1_4	玄防虫酒配方	10级门派配方。	1	100	9	1	700302	55	1	13	1	-1	4	配方
30307070	3	3	7	70	TaskTools1_4	玄防药酒配方	30级门派配方。	1	400	9	1	700303	55	1	13	4	-1	4	配方
30307071	3	3	7	71	TaskTools1_4	玄防蛇酒配方	50级门派配方。	1	700	9	1	700304	55	1	13	7	-1	4	配方
30307072	3	3	7	72	TaskTools1_4	花子虫酒配方	70级门派配方。	1	100	9	1	700305	55	1	13	1	-1	4	配方
30307073	3	3	7	73	TaskTools1_4	花子蛇酒配方	90级门派配方。	1	400	9	1	700306	55	1	13	4	-1	4	配方
30307074	3	3	7	74	TaskTools1_4	瘴气毒配方	20级门派配方。	1	700	9	1	700307	55	1	16	7	-1	4	配方
30307075	3	3	7	75	TaskTools1_4	寒湿毒配方	50级门派配方。	1	100	9	1	700308	55	1	16	1	-1	4	配方
30307076	3	3	7	76	TaskTools1_4	云气毒配方	80级门派配方。	1	400	9	1	700309	55	1	16	4	-1	4	配方
30307077	3	3	7	77	TaskTools1_4	铜皮丹配方	20级门派配方。	1	700	9	1	700310	55	1	18	7	-1	4	配方
30307078	3	3	7	78	TaskTools1_4	铁皮丹配方	50级门派配方。	1	100	9	1	700311	55	1	18	1	-1	4	配方
30307079	3	3	7	79	TaskTools1_4	龙骨丹配方	80级门派配方。	1	400	9	1	700312	55	1	18	4	-1	4	配方
30307080	3	3	7	80	TaskTools1_4	远山帖配方	20级门派配方。	1	700	9	1	700313	55	1	19	7	-1	4	配方
30307081	3	3	7	81	TaskTools1_4	流云帖配方	50级门派配方。	1	200	9	1	700314	55	1	19	2	-1	4	配方
30307082	3	3	7	82	TaskTools1_4	残阳帖配方	80级门派配方。	1	500	9	1	700315	55	1	19	5	-1	4	配方
30307083	3	3	7	83	TaskTools1_4	水镜符配方	20级门派配方。	1	800	9	1	700316	55	1	17	8	-1	4	配方
30307084	3	3	7	84	TaskTools1_4	寒冰符配方	50级门派配方。	1	200	9	1	700317	55	1	17	2	-1	4	配方
30307085	3	3	7	85	TaskTools1_4	玄冰符配方	80级门派配方。	1	500	9	1	700318	55	1	17	5	-1	4	配方
