INT	STRING	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	FLOAT	FLOAT	FLOAT	STRING	INT	INT
882	白棋子	0	50	686	0	10	7	-1	20	20	1	10	-1	0	155	181	155	191	4284	100	0	0	159	16	5	0	0	0	0	0	0	0	0	0	0	0	-1	-1	521	1	1	-1	100	100	set:FightNPCHeader1 image:FightNPCHeader1_25	1000	2000
883	黑棋魂	0	10	144	0	10	0	105	20	20	1	10	-1	0	16	17	16	19	774	100	0	0	39	2	1	3500	1000	0	0	0	0	0	0	0	0	0	-1	-1	537	1	1	-1	100	100	set:FightNPCHeader1 image:FightNPCHeader1_24	1000	2000
884	黑棋魂	0	15	204	0	10	0	105	20	20	1	10	-1	0	57	66	57	69	1026	100	0	0	54	4	2	3500	1000	0	0	0	0	0	0	0	0	0	-1	-1	537	1	1	-1	100	100	set:FightNPCHeader1 image:FightNPCHeader1_24	1000	2000
885	黑棋魂	0	20	264	0	10	0	105	20	20	1	10	-1	0	71	82	71	86	1420	100	0	0	69	4	2	3500	1000	0	0	0	0	0	0	0	0	0	-1	-1	537	1	1	-1	100	100	set:FightNPCHeader1 image:FightNPCHeader1_24	1000	2000
886	黑棋魂	0	25	330	0	10	0	105	20	20	1	10	-1	0	85	99	85	104	1680	100	0	0	84	7	3	3500	1000	0	0	0	0	0	0	0	0	0	-1	-1	537	1	1	-1	100	100	set:FightNPCHeader1 image:FightNPCHeader1_24	1000	2000
887	黑棋魂	0	30	400	0	10	0	105	20	20	1	10	-1	0	99	115	99	121	2254	100	0	0	99	7	3	3500	1000	0	0	0	0	0	0	0	0	0	-1	-1	537	1	1	-1	100	100	set:FightNPCHeader1 image:FightNPCHeader1_24	1000	2000
888	黑棋魂	0	35	470	0	10	0	105	20	20	1	10	-1	0	113	132	113	139	2576	100	0	0	114	11	4	3500	1000	0	0	0	0	0	0	0	0	0	-1	-1	537	1	1	-1	100	100	set:FightNPCHeader1 image:FightNPCHeader1_24	1000	2000
889	黑棋魂	0	40	540	0	10	0	105	20	20	1	10	-1	0	127	148	127	156	3150	100	0	0	129	11	4	3500	1000	0	0	0	0	0	0	0	0	0	-1	-1	537	1	1	-1	100	100	set:FightNPCHeader1 image:FightNPCHeader1_24	1000	2000
890	黑棋魂	0	45	610	0	10	0	105	20	20	1	10	-1	0	141	164	141	173	3500	100	0	0	144	16	5	3500	1000	0	0	0	0	0	0	0	0	0	-1	-1	537	1	1	-1	100	100	set:FightNPCHeader1 image:FightNPCHeader1_24	1000	2000
891	黑棋魂	0	50	686	0	10	0	105	20	20	1	10	-1	0	155	181	155	191	4284	100	0	0	159	16	5	3500	1000	0	0	0	0	0	0	0	0	0	-1	-1	537	1	1	-1	100	100	set:FightNPCHeader1 image:FightNPCHeader1_24	1000	2000
892	白棋魂	0	10	144	0	10	0	106	20	20	1	10	-1	0	16	17	16	19	774	100	0	0	39	2	1	3500	1000	0	0	0	0	0	0	0	0	0	-1	-1	60	1	1	-1	100	100	set:FightNPCHeader1 image:FightNPCHeader1_25	1000	2000
893	白棋魂	0	15	204	0	10	0	106	20	20	1	10	-1	0	57	66	57	69	1026	100	0	0	54	4	2	3500	1000	0	0	0	0	0	0	0	0	0	-1	-1	60	1	1	-1	100	100	set:FightNPCHeader1 image:FightNPCHeader1_25	1000	2000
894	白棋魂	0	20	264	0	10	0	106	20	20	1	10	-1	0	71	82	71	86	1420	100	0	0	69	4	2	3500	1000	0	0	0	0	0	0	0	0	0	-1	-1	60	1	1	-1	100	100	set:FightNPCHeader1 image:FightNPCHeader1_25	1000	2000
895	白棋魂	0	25	330	0	10	0	106	20	20	1	10	-1	0	85	99	85	104	1680	100	0	0	84	7	3	3500	1000	0	0	0	0	0	0	0	0	0	-1	-1	60	1	1	-1	100	100	set:FightNPCHeader1 image:FightNPCHeader1_25	1000	2000
896	白棋魂	0	30	400	0	10	0	106	20	20	1	10	-1	0	99	115	99	121	2254	100	0	0	99	7	3	3500	1000	0	0	0	0	0	0	0	0	0	-1	-1	60	1	1	-1	100	100	set:FightNPCHeader1 image:FightNPCHeader1_25	1000	2000
897	白棋魂	0	35	470	0	10	0	106	20	20	1	10	-1	0	113	132	113	139	2576	100	0	0	114	11	4	3500	1000	0	0	0	0	0	0	0	0	0	-1	-1	60	1	1	-1	100	100	set:FightNPCHeader1 image:FightNPCHeader1_25	1000	2000
898	白棋魂	0	40	540	0	10	0	106	20	20	1	10	-1	0	127	148	127	156	3150	100	0	0	129	11	4	3500	1000	0	0	0	0	0	0	0	0	0	-1	-1	60	1	1	-1	100	100	set:FightNPCHeader1 image:FightNPCHeader1_25	1000	2000
899	白棋魂	0	45	610	0	10	0	106	20	20	1	10	-1	0	141	164	141	173	3500	100	0	0	144	16	5	3500	1000	0	0	0	0	0	0	0	0	0	-1	-1	60	1	1	-1	100	100	set:FightNPCHeader1 image:FightNPCHeader1_25	1000	2000
900	白棋魂	0	50	686	0	10	0	106	20	20	1	10	-1	0	155	181	155	191	4284	100	0	0	159	16	5	3500	1000	0	0	0	0	0	0	0	0	0	-1	-1	60	1	1	-1	100	100	set:FightNPCHeader1 image:FightNPCHeader1_25	1000	2000
1500	高山白猿	0	1	25	0	10	1	-1	20	20	1	10	-1	0	5	4	5	4	144	100	0	0	12	1	1	2083	608	0	0	0	0	0	0	0	0	0	-1	-1	153	1	1	-1	100	100	set:FightNPCHeader2 image:FightNPCHeader2_10	1000	2000
1501	高山白猿	0	2	30	0	10	1	-1	20	20	1	10	-1	0	6	6	6	6	168	100	0	0	15	1	1	2083	608	0	0	0	0	0	0	0	0	0	-1	-1	153	1	1	-1	100	100	set:FightNPCHeader2 image:FightNPCHeader2_10	1000	2000
1504	高山白猿	0	2	60	0	10	1	-1	20	20	1	10	-1	1	12	10	12	10	504	100	0	0	15	1	1	2083	608	0	0	0	0	0	0	0	0	0	-1	-1	153	1	1	-1	100	100	set:FightNPCHeader2 image:FightNPCHeader2_10	1000	2000
1505	蜀道白猿	0	1	25	0	10	1	-1	20	20	1	10	-1	0	5	4	5	4	144	100	0	0	12	1	1	2083	608	0	0	0	0	0	0	0	0	0	-1	-1	538	1	1	-1	100	100	set:FightNPCHeader2 image:FightNPCHeader2_10	1000	2000
1506	蜀道白猿	0	2	30	0	10	1	-1	20	20	1	10	-1	0	6	6	6	6	168	100	0	0	15	1	1	2083	608	0	0	0	0	0	0	0	0	0	-1	-1	538	1	1	-1	100	100	set:FightNPCHeader2 image:FightNPCHeader2_10	1000	2000
1509	蜀道白猿	0	2	60	0	10	1	-1	20	20	1	10	-1	1	12	10	12	10	504	100	0	0	15	1	1	2083	608	0	0	0	0	0	0	0	0	0	-1	-1	538	1	1	-1	100	100	set:FightNPCHeader2 image:FightNPCHeader2_10	1000	2000
1510	蜀道黑猿	0	3	35	0	10	1	-1	20	20	1	10	-1	0	7	7	7	7	192	100	0	0	18	1	1	2083	608	0	0	0	0	0	0	0	0	0	-1	-1	45	1	1	-1	100	100	set:FightNPCHeader2 image:FightNPCHeader2_10	1000	2000
1511	蜀道黑猿	0	4	40	0	10	1	-1	20	20	1	10	-1	0	8	8	8	8	208	100	0	0	21	1	1	2083	608	0	0	0	0	0	0	0	0	0	-1	-1	45	1	1	-1	100	100	set:FightNPCHeader2 image:FightNPCHeader2_10	1000	2000
1514	蜀道黑猿	0	4	80	0	10	1	-1	20	20	1	10	-1	1	16	14	16	14	624	100	0	0	21	1	1	2083	608	0	0	0	0	0	0	0	0	0	-1	-1	45	1	1	-1	100	100	set:FightNPCHeader2 image:FightNPCHeader2_10	1000	2000
1515	大黄蜂	0	3	35	0	10	1	-1	20	20	1	10	-1	0	7	7	7	7	192	100	0	0	18	1	1	3500	1000	0	0	0	0	0	0	0	0	0	-1	-1	165	1	1	-1	100	100	set:FightNPCHeader1 image:FightNPCHeader1_12	1000	2000
1516	大黄蜂	0	4	40	0	10	1	-1	20	20	1	10	-1	0	8	8	8	8	208	100	0	0	21	1	1	3500	1000	0	0	0	0	0	0	0	0	0	-1	-1	165	1	1	-1	100	100	set:FightNPCHeader1 image:FightNPCHeader1_12	1000	2000
1519	大黄蜂	0	4	80	0	10	1	-1	20	20	1	10	-1	1	16	14	16	14	624	100	0	0	21	1	1	3500	1000	0	0	0	0	0	0	0	0	0	-1	-1	165	1	1	-1	100	100	set:FightNPCHeader1 image:FightNPCHeader1_12	1000	2000
1520	闪电豹	0	5	45	0	10	1	-1	20	20	1	10	-1	0	10	11	10	11	232	100	0	0	24	2	1	1950	1433	0	0	0	0	0	0	0	0	0	-1	-1	535	1	1	-1	100	100	set:FightNPCHeader1 image:FightNPCHeader1_15	1000	2000
1521	闪电豹	0	6	60	0	10	1	-1	20	20	1	10	-1	0	11	12	11	12	256	100	0	0	27	2	1	1950	1433	0	0	0	0	0	0	0	0	0	-1	-1	535	1	1	-1	100	100	set:FightNPCHeader1 image:FightNPCHeader1_15	1000	2000
1524	闪电豹	0	6	100	0	10	1	-1	20	20	1	10	-1	1	22	22	22	24	768	100	0	0	27	2	1	1950	1433	0	0	0	0	0	0	0	0	0	-1	-1	535	1	1	-1	100	100	set:FightNPCHeader1 image:FightNPCHeader1_15	1000	2000
1525	白茅草人	0	5	45	0	10	1	-1	20	20	1	10	-1	0	10	11	10	11	232	100	0	0	24	2	1	1320	615	0	0	0	0	0	0	0	0	0	-1	-1	524	1	1	-1	100	100	set:FightNPCHeader1 image:FightNPCHeader1_13	1000	2000
1526	白茅草人	0	6	60	0	10	1	-1	20	20	1	10	-1	0	11	12	11	12	256	100	0	0	27	2	1	1320	615	0	0	0	0	0	0	0	0	0	-1	-1	524	1	1	-1	100	100	set:FightNPCHeader1 image:FightNPCHeader1_13	1000	2000
1529	白茅草人	0	6	100	0	10	1	-1	20	20	1	10	-1	1	22	22	22	24	768	100	0	0	27	2	1	1320	615	0	0	0	0	0	0	0	0	0	-1	-1	524	1	1	-1	100	100	set:FightNPCHeader1 image:FightNPCHeader1_13	1000	2000
1530	鬼面侏儒	0	7	55	0	10	1	-1	20	20	1	10	-1	0	12	13	12	13	280	100	0	0	30	2	1	2560	1070	0	0	0	0	0	0	0	0	0	-1	-1	16	1	1	-1	100	100	set:FightNPCHeader1 image:FightNPCHeader1_14	1000	2000
1531	鬼面侏儒	0	8	60	0	10	1	-1	20	20	1	10	-1	0	13	14	13	14	296	100	0	0	33	2	1	2560	1070	0	0	0	0	0	0	0	0	0	-1	-1	16	1	1	-1	100	100	set:FightNPCHeader1 image:FightNPCHeader1_14	1000	2000
1534	鬼面侏儒	0	8	120	0	10	1	-1	20	20	1	10	-1	1	26	26	26	28	888	100	0	0	33	2	1	2560	1070	0	0	0	0	0	0	0	0	0	-1	-1	16	1	1	-1	100	100	set:FightNPCHeader1 image:FightNPCHeader1_14	1000	2000
1535	山蛛	0	5	45	0	10	1	-1	20	20	1	10	-1	0	10	11	10	11	232	100	0	0	24	2	1	4000	3012	0	0	0	0	0	0	0	0	0	-1	-1	40	1	1	-1	100	100	set:FightNPCHeader1 image:FightNPCHeader1_4	1000	2000
1536	山蛛	0	6	60	0	10	1	-1	20	20	1	10	-1	0	11	12	11	12	256	100	0	0	27	2	1	4000	3012	0	0	0	0	0	0	0	0	0	-1	-1	40	1	1	-1	100	100	set:FightNPCHeader1 image:FightNPCHeader1_4	1000	2000
1539	山蛛	0	6	100	0	10	1	-1	20	20	1	10	-1	1	22	22	22	24	768	100	0	0	27	2	1	4000	3012	0	0	0	0	0	0	0	0	0	-1	-1	40	1	1	-1	100	100	set:FightNPCHeader1 image:FightNPCHeader1_4	1000	2000
1540	沙坡狼	0	5	45	0	10	1	-1	20	20	1	10	-1	0	10	11	10	11	232	100	0	0	24	2	1	1500	625	0	0	0	0	0	0	0	0	0	-1	-1	509	1	1	-1	100	100	set:FightNPCHeader2 image:FightNPCHeader2_6	1000	2000
1541	沙坡狼	0	6	60	0	10	1	-1	20	20	1	10	-1	0	11	12	11	12	256	100	0	0	27	2	1	1500	625	0	0	0	0	0	0	0	0	0	-1	-1	509	1	1	-1	100	100	set:FightNPCHeader2 image:FightNPCHeader2_6	1000	2000
1544	沙坡狼	0	6	100	0	10	1	-1	20	20	1	10	-1	1	22	22	22	24	768	100	0	0	27	2	1	1500	625	0	0	0	0	0	0	0	0	0	-1	-1	509	1	1	-1	100	100	set:FightNPCHeader2 image:FightNPCHeader2_6	1000	2000
1545	镜湖鳄鱼	0	7	55	0	10	1	-1	20	20	1	10	-1	0	12	13	12	13	280	100	0	0	30	2	1	3333	906	0	0	0	0	0	0	0	0	0	-1	-1	519	1	1	-1	100	100	set:FightNPCHeader1 image:FightNPCHeader1_9	1000	2000
1546	镜湖鳄鱼	0	8	60	0	10	1	-1	20	20	1	10	-1	0	13	14	13	14	296	100	0	0	33	2	1	3333	906	0	0	0	0	0	0	0	0	0	-1	-1	519	1	1	-1	100	100	set:FightNPCHeader1 image:FightNPCHeader1_9	1000	2000
1549	镜湖鳄鱼	0	8	120	0	10	1	-1	20	20	1	10	-1	1	26	26	26	28	888	100	0	0	33	2	1	3333	906	0	0	0	0	0	0	0	0	0	-1	-1	519	1	1	-1	100	100	set:FightNPCHeader1 image:FightNPCHeader1_9	1000	2000
1550	残破兵俑	0	7	55	0	10	1	-1	20	20	1	10	-1	0	12	13	12	13	280	100	0	0	30	2	1	3625	968	0	0	0	0	0	0	0	0	0	-1	-1	8	1	1	-1	100	100	set:FightNPCHeader2 image:FightNPCHeader2_2	1000	2000
1551	残破兵俑	0	8	60	0	10	1	-1	20	20	1	10	-1	0	13	14	13	14	296	100	0	0	33	2	1	3625	968	0	0	0	0	0	0	0	0	0	-1	-1	8	1	1	-1	100	100	set:FightNPCHeader2 image:FightNPCHeader2_2	1000	2000
1554	残破兵俑	0	8	120	0	10	1	-1	20	20	1	10	-1	1	26	26	26	28	888	100	0	0	33	2	1	3625	968	0	0	0	0	0	0	0	0	0	-1	-1	8	1	1	-1	100	100	set:FightNPCHeader2 image:FightNPCHeader2_2	1000	2000
1555	醉人蜂	0	9	66	0	10	1	1	20	20	1	10	-1	0	14	15	14	15	320	100	0	0	36	3	1	3500	1000	0	0	0	0	0	0	0	0	0	-1	-1	555	1	1	-1	100	100	set:FightNPCHeader1 image:FightNPCHeader1_12	1000	2000
1556	醉人蜂	0	10	72	0	10	1	1	20	20	1	10	-1	0	16	19	16	19	774	100	0	0	39	3	1	3500	1000	0	0	0	0	0	0	0	0	0	-1	-1	555	1	1	-1	100	100	set:FightNPCHeader1 image:FightNPCHeader1_12	1000	2000
1559	醉人蜂	0	10	144	0	10	1	1	20	20	1	10	-1	1	32	34	32	38	2322	100	0	0	39	3	1	3500	1000	0	0	0	0	0	0	0	0	0	-1	-1	555	1	1	-1	100	100	set:FightNPCHeader1 image:FightNPCHeader1_12	1000	2000
1560	荒原豹	0	9	66	0	10	1	2	20	20	1	10	-1	0	14	15	14	15	320	100	0	0	36	3	1	1950	1433	0	0	0	0	0	0	0	0	0	-1	-1	508	1	1	-1	100	100	set:FightNPCHeader1 image:FightNPCHeader1_15	1000	2000
1561	荒原豹	0	10	72	0	10	1	2	20	20	1	10	-1	0	16	19	16	19	774	100	0	0	39	3	1	1950	1433	0	0	0	0	0	0	0	0	0	-1	-1	508	1	1	-1	100	100	set:FightNPCHeader1 image:FightNPCHeader1_15	1000	2000
1564	荒原豹	0	10	144	0	10	1	2	20	20	1	10	-1	1	32	34	32	38	2322	100	0	0	39	3	1	1950	1433	0	0	0	0	0	0	0	0	0	-1	-1	508	1	1	-1	100	100	set:FightNPCHeader1 image:FightNPCHeader1_15	1000	2000
1565	镜湖水鬼	0	5	45	0	10	1	3	20	20	1	10	-1	0	10	11	10	11	232	100	0	0	24	2	1	3750	1250	0	0	0	0	0	0	0	0	0	-1	-1	514	1	1	-1	100	100	set:FightNPCHeader1 image:FightNPCHeader1_10	1000	2000
1566	镜湖水鬼	0	6	60	0	10	1	3	20	20	1	10	-1	0	11	12	11	12	256	100	0	0	27	2	1	3750	1250	0	0	0	0	0	0	0	0	0	-1	-1	514	1	1	-1	100	100	set:FightNPCHeader1 image:FightNPCHeader1_10	1000	2000
1569	镜湖水鬼	0	6	100	0	10	1	3	20	20	1	10	-1	1	22	22	22	24	768	100	0	0	27	2	1	3750	1250	0	0	0	0	0	0	0	0	0	-1	-1	514	1	1	-1	100	100	set:FightNPCHeader1 image:FightNPCHeader1_10	1000	2000
1570	修罗探子	0	11	78	0	10	1	4	20	20	1	10	-1	0	22	20	22	20	828	100	0	0	42	3	1	2450	1937	0	0	0	0	0	0	0	0	0	-1	-1	62	1	1	-1	100	100	set:FightNPCHeader1 image:FightNPCHeader1_11	1000	2000
1571	修罗探子	0	12	84	0	10	1	4	20	20	1	10	-1	0	23	21	23	21	864	100	0	0	45	3	1	2450	1937	0	0	0	0	0	0	0	0	0	-1	-1	62	1	1	-1	100	100	set:FightNPCHeader1 image:FightNPCHeader1_11	1000	2000
1574	修罗探子	0	12	168	0	10	1	4	20	20	1	10	-1	1	46	42	46	42	2592	100	0	0	45	3	1	2450	1937	0	0	0	0	0	0	0	0	0	-1	-1	62	1	1	-1	100	100	set:FightNPCHeader1 image:FightNPCHeader1_11	1000	2000
1575	镜湖花妖	0	11	78	0	10	1	5	20	20	1	10	-1	0	22	20	22	20	828	100	0	0	42	3	1	3500	1000	0	0	0	0	0	0	0	0	0	-1	-1	557	1	1	-1	100	100	set:FightNPCHeader2 image:FightNPCHeader2_5	1000	2000
1576	镜湖花妖	0	12	84	0	10	1	5	20	20	1	10	-1	0	23	21	23	21	864	100	0	0	45	3	1	3500	1000	0	0	0	0	0	0	0	0	0	-1	-1	557	1	1	-1	100	100	set:FightNPCHeader2 image:FightNPCHeader2_5	1000	2000
1579	镜湖花妖	0	12	168	0	10	1	5	20	20	1	10	-1	1	46	42	46	42	2592	100	0	0	45	3	1	3500	1000	0	0	0	0	0	0	0	0	0	-1	-1	557	1	1	-1	100	100	set:FightNPCHeader2 image:FightNPCHeader2_5	1000	2000
1580	太湖鳄鱼	0	15	102	0	10	1	6	20	20	1	10	-1	0	28	30	28	30	1026	100	0	0	60	10	5	3333	906	0	0	0	0	0	0	0	0	0	-1	-1	542	1	1	-1	100	100	set:FightNPCHeader1 image:FightNPCHeader1_9	1000	2000
1581	太湖鳄鱼	0	16	108	0	10	1	6	20	20	1	10	-1	0	29	32	29	32	1062	100	0	0	60	10	5	3333	906	0	0	0	0	0	0	0	0	0	-1	-1	542	1	1	-1	100	100	set:FightNPCHeader1 image:FightNPCHeader1_9	1000	2000
1584	太湖鳄鱼	0	16	216	0	10	1	6	20	20	1	10	-1	1	58	64	58	64	3186	100	0	0	60	10	5	3333	906	0	0	0	0	0	0	0	0	0	-1	-1	542	1	1	-1	100	100	set:FightNPCHeader1 image:FightNPCHeader1_9	1000	2000
1585	白额虎	0	11	78	0	10	1	7	20	20	1	10	-1	0	22	20	22	20	828	100	0	0	60	10	5	3916	640	0	0	0	0	0	0	0	0	0	-1	-1	155	1	1	-1	100	100	set:FightNPCHeader2 image:FightNPCHeader2_9	1000	2000
1586	白额虎	0	12	84	0	10	1	7	20	20	1	10	-1	0	23	21	23	21	864	100	0	0	60	10	5	3916	640	0	0	0	0	0	0	0	0	0	-1	-1	155	1	1	-1	100	100	set:FightNPCHeader2 image:FightNPCHeader2_9	1000	2000
1589	白额虎	0	12	216	0	10	1	7	20	20	1	10	-1	1	46	42	46	42	2592	100	0	0	60	10	5	3916	640	0	0	0	0	0	0	0	0	0	-1	-1	155	1	1	-1	100	100	set:FightNPCHeader2 image:FightNPCHeader2_9	1000	2000
1590	遗弃木人	0	13	90	0	10	1	8	20	20	1	10	-1	0	25	23	25	23	900	100	0	0	66	11	5	2583	825	0	0	0	0	0	0	0	0	0	-1	-1	544	1	1	-1	100	100	set:FightNPCHeader1 image:FightNPCHeader1_8	1000	2000
1591	遗弃木人	0	14	96	0	10	1	8	20	20	1	10	-1	0	26	25	26	25	950	100	0	0	66	11	5	2583	825	0	0	0	0	0	0	0	0	0	-1	-1	544	1	1	-1	100	100	set:FightNPCHeader1 image:FightNPCHeader1_8	1000	2000
1594	遗弃木人	0	14	240	0	10	1	8	20	20	1	10	-1	1	52	50	52	50	2850	100	0	0	66	11	5	2583	825	0	0	0	0	0	0	0	0	0	-1	-1	544	1	1	-1	100	100	set:FightNPCHeader1 image:FightNPCHeader1_8	1000	2000
1595	华南虎	0	17	114	0	10	1	9	20	20	1	10	-1	0	30	32	30	32	1116	100	0	0	66	11	5	3916	640	0	0	0	0	0	0	0	0	0	-1	-1	155	1	1	-1	100	100	set:FightNPCHeader2 image:FightNPCHeader2_9	1000	2000
1596	华南虎	0	18	120	0	10	1	9	20	20	1	10	-1	0	32	34	32	34	1170	100	0	0	66	11	5	3916	640	0	0	0	0	0	0	0	0	0	-1	-1	155	1	1	-1	100	100	set:FightNPCHeader2 image:FightNPCHeader2_9	1000	2000
1599	华南虎	0	18	240	0	10	1	9	20	20	1	10	-1	1	64	68	64	68	3510	100	0	0	66	11	5	3916	640	0	0	0	0	0	0	0	0	0	-1	-1	155	1	1	-1	100	100	set:FightNPCHeader2 image:FightNPCHeader2_9	1000	2000
1600	遗弃铜人	0	15	102	0	10	1	10	20	20	1	10	-1	0	28	28	28	28	1026	100	0	0	72	11	5	3750	1000	0	0	0	0	0	0	0	0	0	-1	-1	545	1	1	-1	100	100	set:FightNPCHeader1 image:FightNPCHeader1_7	1000	2000
1601	遗弃铜人	0	16	108	0	10	1	10	20	20	1	10	-1	0	29	30	29	30	1062	100	0	0	72	11	5	3750	1000	0	0	0	0	0	0	0	0	0	-1	-1	545	1	1	-1	100	100	set:FightNPCHeader1 image:FightNPCHeader1_7	1000	2000
1604	遗弃铜人	0	16	264	0	10	1	10	20	20	1	10	-1	1	58	60	58	60	3186	100	0	0	72	11	5	3750	1000	0	0	0	0	0	0	0	0	0	-1	-1	545	1	1	-1	100	100	set:FightNPCHeader1 image:FightNPCHeader1_7	1000	2000
1605	稻草人	0	19	126	0	10	1	11	20	20	1	10	-1	0	33	36	33	36	1224	100	0	0	72	11	5	1320	615	0	0	0	0	0	0	0	0	0	-1	-1	10	1	1	-1	100	100	set:FightNPCHeader1 image:FightNPCHeader1_13	1000	2000
1606	稻草人	0	20	132	0	10	1	11	20	20	1	10	-1	0	35	39	35	39	1420	100	0	0	72	11	5	1320	615	0	0	0	0	0	0	0	0	0	-1	-1	10	1	1	-1	100	100	set:FightNPCHeader1 image:FightNPCHeader1_13	1000	2000
1609	稻草人	0	20	264	0	10	1	11	20	20	1	10	-1	1	70	78	70	78	4260	100	0	0	72	11	5	1320	615	0	0	0	0	0	0	0	0	0	-1	-1	10	1	1	-1	100	100	set:FightNPCHeader1 image:FightNPCHeader1_13	1000	2000
1610	恶猿	0	16	108	0	10	1	12	20	20	1	10	-1	0	30	32	30	32	1062	100	0	0	75	12	5	2083	608	0	0	0	0	0	0	0	0	0	-1	-1	504	1	1	-1	100	100	set:FightNPCHeader2 image:FightNPCHeader2_10	1000	2000
1611	恶猿	0	17	114	0	10	1	12	20	20	1	10	-1	0	30	32	30	32	1116	100	0	0	75	12	5	2083	608	0	0	0	0	0	0	0	0	0	-1	-1	504	1	1	-1	100	100	set:FightNPCHeader2 image:FightNPCHeader2_10	1000	2000
1614	恶猿	0	17	276	0	10	1	12	20	20	1	10	-1	1	60	64	60	64	3348	100	0	0	75	12	5	2083	608	0	0	0	0	0	0	0	0	0	-1	-1	504	1	1	-1	100	100	set:FightNPCHeader2 image:FightNPCHeader2_10	1000	2000
1615	太湖水贼	0	20	132	0	10	1	13	20	20	1	10	-1	0	35	39	35	39	1400	100	0	0	75	12	5	3750	1250	0	0	0	0	0	0	0	0	0	-1	-1	517	1	1	-1	100	100	set:FightNPCHeader1 image:FightNPCHeader1_10	1000	2000
1616	太湖水贼	0	21	138	0	10	1	13	20	20	1	10	-1	0	43	48	43	48	1460	100	0	0	75	12	5	3750	1250	0	0	0	0	0	0	0	0	0	-1	-1	517	1	1	-1	100	100	set:FightNPCHeader1 image:FightNPCHeader1_10	1000	2000
1619	太湖水贼	0	21	276	0	10	1	13	20	20	1	10	-1	1	86	96	86	96	4380	100	0	0	75	12	5	3750	1250	0	0	0	0	0	0	0	0	0	-1	-1	517	1	1	-1	100	100	set:FightNPCHeader1 image:FightNPCHeader1_10	1000	2000
1620	水鬼探子	0	20	132	0	10	0	14	20	20	1	10	-1	0	35	39	35	39	1400	100	0	0	75	12	5	3750	1250	0	0	0	0	0	0	0	0	0	-1	-1	540	1	1	-1	100	100	set:FightNPCHeader1 image:FightNPCHeader1_10	1000	2000
1621	水鬼探子	0	21	138	0	10	0	14	20	20	1	10	-1	0	43	48	43	48	1460	100	0	0	75	12	5	3750	1250	0	0	0	0	0	0	0	0	0	-1	-1	540	1	1	-1	100	100	set:FightNPCHeader1 image:FightNPCHeader1_10	1000	2000
1625	旱船	0	21	138	0	10	0	15	20	20	1	10	-1	0	44	49	44	49	1460	100	0	0	75	12	6	3500	1000	0	0	0	0	0	0	0	0	0	-1	-1	18	1	1	-1	100	100	set:FightNPCHeader1 image:FightNPCHeader1_24	1000	2000
1626	旱船	0	22	144	0	10	0	15	20	20	1	10	-1	0	44	49	44	49	1520	100	0	0	75	12	6	3500	1000	0	0	0	0	0	0	0	0	0	-1	-1	18	1	1	-1	100	100	set:FightNPCHeader1 image:FightNPCHeader1_24	1000	2000
1630	断桥花妖	0	22	144	0	10	0	16	20	20	1	10	-1	0	46	51	46	51	1520	100	0	0	78	13	6	3500	1000	0	0	0	0	0	0	0	0	0	-1	-1	13	1	1	-1	100	100	set:FightNPCHeader2 image:FightNPCHeader2_5	1000	2000
1631	断桥花妖	0	23	151	0	10	0	16	20	20	1	10	-1	0	46	51	46	51	1580	100	0	0	78	13	6	3500	1000	0	0	0	0	0	0	0	0	0	-1	-1	13	1	1	-1	100	100	set:FightNPCHeader2 image:FightNPCHeader2_5	1000	2000
1635	白堤柳鬼	0	23	151	0	10	0	17	20	20	1	10	-1	0	47	53	47	53	1580	100	0	0	81	13	6	3500	1000	0	0	0	0	0	0	0	0	0	-1	-1	3	1	1	-1	100	100	set:FightNPCHeader2 image:FightNPCHeader2_4	1000	2000
1636	白堤柳鬼	0	24	158	0	10	0	17	20	20	1	10	-1	0	47	53	47	53	1640	100	0	0	81	13	6	3500	1000	0	0	0	0	0	0	0	0	0	-1	-1	3	1	1	-1	100	100	set:FightNPCHeader2 image:FightNPCHeader2_4	1000	2000
1640	大嘴鳄	0	25	165	0	10	0	18	20	20	1	10	-1	0	51	57	51	57	1680	100	0	0	87	14	6	3333	906	0	0	0	0	0	0	0	0	0	-1	-1	66	1	1	-1	100	100	set:FightNPCHeader1 image:FightNPCHeader1_9	1000	2000
1641	大嘴鳄	0	26	172	0	10	0	18	20	20	1	10	-1	0	51	57	51	57	1740	100	0	0	87	14	6	3333	906	0	0	0	0	0	0	0	0	0	-1	-1	66	1	1	-1	100	100	set:FightNPCHeader1 image:FightNPCHeader1_9	1000	2000
1645	石狮子	0	24	158	0	10	0	19	20	20	1	10	-1	0	49	55	49	55	1640	100	0	0	84	14	6	1950	933	0	0	0	0	0	0	0	0	0	-1	-1	43	1	1	-1	100	100	set:FightNPCHeader1 image:FightNPCHeader1_20	1000	2000
1646	石狮子	0	25	165	0	10	0	19	20	20	1	10	-1	0	49	56	49	56	1680	100	0	0	84	14	6	1950	933	0	0	0	0	0	0	0	0	0	-1	-1	43	1	1	-1	100	100	set:FightNPCHeader1 image:FightNPCHeader1_20	1000	2000
