INT	INT	STRING	INT	INT	INT	INT	INT	INT	STRING	INT	INT	INT	STRING	INT	INT	INT	STRING	INT	INT	INT	INT	INT	INT	STRING	INT	STRING	INT	STRING	INT	STRING	INT	STRING	INT	STRING	INT	STRING	INT	STRING	INT	STRING	INT	STRING	INT	STRING	INT	STRING	INT	STRING	STRING
338	510	一拍两散	10	10	0	15000	-1	-1	消耗mp	4	25	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1			|生效一次的附加效果1	235	|引导周期的附加效果1	-1	|生效一次的附加效果2	-1	|引导周期的附加效果2	-1																	消耗气：37点#r有效距离：2米#r瞬间释放#r终极打击，增加外功外功攻击472点#r#cFF6600需要装备武器，自动连续释放	消耗气：37点     有效距离：2米#r瞬间释放#r终极打击，增加外功外功攻击472点#r#cFF6600需要装备武器，自动连续释放
339	511	一拍两散	11	11	0	15000	-1	-1	消耗mp	4	27	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1			|生效一次的附加效果1	236	|引导周期的附加效果1	-1	|生效一次的附加效果2	-1	|引导周期的附加效果2	-1																	消耗气：41点#r有效距离：2米#r瞬间释放#r终极打击，增加外功外功攻击516点#r#cFF6600需要装备武器，自动连续释放	消耗气：41点     有效距离：2米#r瞬间释放#r终极打击，增加外功外功攻击516点#r#cFF6600需要装备武器，自动连续释放
340	512	一拍两散	12	12	0	15000	-1	-1	消耗mp	4	29	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1			|生效一次的附加效果1	237	|引导周期的附加效果1	-1	|生效一次的附加效果2	-1	|引导周期的附加效果2	-1																	消耗气：44点#r有效距离：2米#r瞬间释放#r终极打击，增加外功外功攻击561点#r#cFF6600需要装备武器，自动连续释放	消耗气：44点     有效距离：2米#r瞬间释放#r终极打击，增加外功外功攻击561点#r#cFF6600需要装备武器，自动连续释放
341	601	韦陀杵	1	1	0	10000	-1	-1	消耗mp	4	8	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1			|生效一次的附加效果1	238	|引导周期的附加效果1	-1	|生效一次的附加效果2	250	|引导周期的附加效果2	-1																	消耗气：7点#r有效距离：2米#r瞬间释放#r玄系攻击，增加玄攻击38点，被击中后产生伤口，每3秒失血12点，持续15秒#r#cFF6600需要装备武器	消耗气：7点     有效距离：2米#r瞬间释放#r玄系攻击，增加玄攻击38点，被击中后产生伤口，每3秒失血12点，持续15秒#r#cFF6600需要装备武器
342	602	韦陀杵	2	2	0	10000	-1	-1	消耗mp	4	10	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1			|生效一次的附加效果1	239	|引导周期的附加效果1	-1	|生效一次的附加效果2	251	|引导周期的附加效果2	-1																	消耗气：13点#r有效距离：2米#r瞬间释放#r玄系攻击，增加玄攻击63点，被击中后产生伤口，每3秒失血21点，持续15秒#r#cFF6600需要装备武器	消耗气：13点     有效距离：2米#r瞬间释放#r玄系攻击，增加玄攻击63点，被击中后产生伤口，每3秒失血21点，持续15秒#r#cFF6600需要装备武器
343	603	韦陀杵	3	3	0	10000	-1	-1	消耗mp	4	12	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1			|生效一次的附加效果1	240	|引导周期的附加效果1	-1	|生效一次的附加效果2	252	|引导周期的附加效果2	-1																	消耗气：18点#r有效距离：2米#r瞬间释放#r玄系攻击，增加玄攻击88点，被击中后产生伤口，每3秒失血29点，持续15秒#r#cFF6600需要装备武器	消耗气：18点     有效距离：2米#r瞬间释放#r玄系攻击，增加玄攻击88点，被击中后产生伤口，每3秒失血29点，持续15秒#r#cFF6600需要装备武器
344	604	韦陀杵	4	4	0	10000	-1	-1	消耗mp	4	14	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1			|生效一次的附加效果1	241	|引导周期的附加效果1	-1	|生效一次的附加效果2	253	|引导周期的附加效果2	-1																	消耗气：23点#r有效距离：2米#r瞬间释放#r玄系攻击，增加玄攻击112点，被击中后产生伤口，每3秒失血38点，持续15秒#r#cFF6600需要装备武器	消耗气：23点     有效距离：2米#r瞬间释放#r玄系攻击，增加玄攻击112点，被击中后产生伤口，每3秒失血38点，持续15秒#r#cFF6600需要装备武器
345	605	韦陀杵	5	5	0	10000	-1	-1	消耗mp	4	16	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1			|生效一次的附加效果1	242	|引导周期的附加效果1	-1	|生效一次的附加效果2	254	|引导周期的附加效果2	-1																	消耗气：28点#r有效距离：2米#r瞬间释放#r玄系攻击，增加玄攻击137点，被击中后产生伤口，每3秒失血46点，持续15秒#r#cFF6600需要装备武器	消耗气：28点     有效距离：2米#r瞬间释放#r玄系攻击，增加玄攻击137点，被击中后产生伤口，每3秒失血46点，持续15秒#r#cFF6600需要装备武器
346	606	韦陀杵	6	6	0	10000	-1	-1	消耗mp	4	18	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1			|生效一次的附加效果1	243	|引导周期的附加效果1	-1	|生效一次的附加效果2	255	|引导周期的附加效果2	-1																	消耗气：33点#r有效距离：2米#r瞬间释放#r玄系攻击，增加玄攻击162点，被击中后产生伤口，每3秒失血54点，持续15秒#r#cFF6600需要装备武器	消耗气：33点     有效距离：2米#r瞬间释放#r玄系攻击，增加玄攻击162点，被击中后产生伤口，每3秒失血54点，持续15秒#r#cFF6600需要装备武器
347	607	韦陀杵	7	7	0	10000	-1	-1	消耗mp	4	20	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1			|生效一次的附加效果1	244	|引导周期的附加效果1	-1	|生效一次的附加效果2	256	|引导周期的附加效果2	-1																	消耗气：38点#r有效距离：2米#r瞬间释放#r玄系攻击，增加玄攻击187点，被击中后产生伤口，每3秒失血63点，持续15秒#r#cFF6600需要装备武器	消耗气：38点     有效距离：2米#r瞬间释放#r玄系攻击，增加玄攻击187点，被击中后产生伤口，每3秒失血63点，持续15秒#r#cFF6600需要装备武器
348	608	韦陀杵	8	8	0	10000	-1	-1	消耗mp	4	22	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1			|生效一次的附加效果1	245	|引导周期的附加效果1	-1	|生效一次的附加效果2	257	|引导周期的附加效果2	-1																	消耗气：43点#r有效距离：2米#r瞬间释放#r玄系攻击，增加玄攻击212点，被击中后产生伤口，每3秒失血71点，持续15秒#r#cFF6600需要装备武器	消耗气：43点     有效距离：2米#r瞬间释放#r玄系攻击，增加玄攻击212点，被击中后产生伤口，每3秒失血71点，持续15秒#r#cFF6600需要装备武器
349	609	韦陀杵	9	9	0	10000	-1	-1	消耗mp	4	24	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1			|生效一次的附加效果1	246	|引导周期的附加效果1	-1	|生效一次的附加效果2	258	|引导周期的附加效果2	-1																	消耗气：49点#r有效距离：2米#r瞬间释放#r玄系攻击，增加玄攻击237点，被击中后产生伤口，每3秒失血80点，持续15秒#r#cFF6600需要装备武器	消耗气：49点     有效距离：2米#r瞬间释放#r玄系攻击，增加玄攻击237点，被击中后产生伤口，每3秒失血80点，持续15秒#r#cFF6600需要装备武器
350	610	韦陀杵	10	10	0	10000	-1	-1	消耗mp	4	26	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1			|生效一次的附加效果1	247	|引导周期的附加效果1	-1	|生效一次的附加效果2	259	|引导周期的附加效果2	-1																	消耗气：53点#r有效距离：2米#r瞬间释放#r玄系攻击，增加玄攻击262点，被击中后产生伤口，每3秒失血88点，持续15秒#r#cFF6600需要装备武器	消耗气：53点     有效距离：2米#r瞬间释放#r玄系攻击，增加玄攻击262点，被击中后产生伤口，每3秒失血88点，持续15秒#r#cFF6600需要装备武器
351	611	韦陀杵	11	11	0	10000	-1	-1	消耗mp	4	28	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1			|生效一次的附加效果1	248	|引导周期的附加效果1	-1	|生效一次的附加效果2	260	|引导周期的附加效果2	-1																	消耗气：59点#r有效距离：2米#r瞬间释放#r玄系攻击，增加玄攻击287点，被击中后产生伤口，每3秒失血96点，持续15秒#r#cFF6600需要装备武器	消耗气：59点     有效距离：2米#r瞬间释放#r玄系攻击，增加玄攻击287点，被击中后产生伤口，每3秒失血96点，持续15秒#r#cFF6600需要装备武器
352	612	韦陀杵	12	12	0	10000	-1	-1	消耗mp	4	30	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1			|生效一次的附加效果1	249	|引导周期的附加效果1	-1	|生效一次的附加效果2	261	|引导周期的附加效果2	-1																	消耗气：64点#r有效距离：2米#r瞬间释放#r玄系攻击，增加玄攻击312点，被击中后产生伤口，每3秒失血105点，持续15秒#r#cFF6600需要装备武器	消耗气：64点     有效距离：2米#r瞬间释放#r玄系攻击，增加玄攻击312点，被击中后产生伤口，每3秒失血105点，持续15秒#r#cFF6600需要装备武器
353	701	铁布衫	1	1	0	60000	-1	-1	消耗mp	4	30	-1	驱散原有状态	9	29	-1	-1	-1	-1	-1	-1			|生效一次的附加效果1	274	|引导周期的附加效果1	-1	|生效一次的附加效果2	-1	|引导周期的附加效果2	-1																	消耗气：13点#r瞬间释放#r冷却时间：60秒#r强化体质，增加会心率2点，每次受攻击获得怒气增长3点#r#cFF6600与礼敬如来共同冷却时间，且不能共同作用	消耗气：13点#r瞬间释放     冷却时间：60秒#r强化体质，增加会心率2点，每次受攻击获得怒气增长3点#r#cFF6600与礼敬如来共同冷却时间，且不能共同作用
354	702	铁布衫	2	2	0	60000	-1	-1	消耗mp	4	33	-1	驱散原有状态	9	29	-1	-1	-1	-1	-1	-1			|生效一次的附加效果1	275	|引导周期的附加效果1	-1	|生效一次的附加效果2	-1	|引导周期的附加效果2	-1																	消耗气：23点#r瞬间释放#r冷却时间：60秒#r强化体质，增加会心率2点，每次受攻击获得怒气增长6点#r#cFF6600与礼敬如来共同冷却时间，且不能共同作用	消耗气：23点#r瞬间释放     冷却时间：60秒#r强化体质，增加会心率2点，每次受攻击获得怒气增长6点#r#cFF6600与礼敬如来共同冷却时间，且不能共同作用
355	703	铁布衫	3	3	0	60000	-1	-1	消耗mp	4	36	-1	驱散原有状态	9	29	-1	-1	-1	-1	-1	-1			|生效一次的附加效果1	276	|引导周期的附加效果1	-1	|生效一次的附加效果2	-1	|引导周期的附加效果2	-1																	消耗气：32点#r瞬间释放#r冷却时间：60秒#r强化体质，增加会心率4点，每次受攻击获得怒气增长9点#r#cFF6600与礼敬如来共同冷却时间，且不能共同作用	消耗气：32点#r瞬间释放     冷却时间：60秒#r强化体质，增加会心率4点，每次受攻击获得怒气增长9点#r#cFF6600与礼敬如来共同冷却时间，且不能共同作用
356	704	铁布衫	4	4	0	60000	-1	-1	消耗mp	4	39	-1	驱散原有状态	9	29	-1	-1	-1	-1	-1	-1			|生效一次的附加效果1	277	|引导周期的附加效果1	-1	|生效一次的附加效果2	-1	|引导周期的附加效果2	-1																	消耗气：41点#r瞬间释放#r冷却时间：60秒#r强化体质，增加会心率4点，每次受攻击获得怒气增长12点#r#cFF6600与礼敬如来共同冷却时间，且不能共同作用	消耗气：41点#r瞬间释放     冷却时间：60秒#r强化体质，增加会心率4点，每次受攻击获得怒气增长12点#r#cFF6600与礼敬如来共同冷却时间，且不能共同作用
357	705	铁布衫	5	5	0	60000	-1	-1	消耗mp	4	42	-1	驱散原有状态	9	29	-1	-1	-1	-1	-1	-1			|生效一次的附加效果1	278	|引导周期的附加效果1	-1	|生效一次的附加效果2	-1	|引导周期的附加效果2	-1																	消耗气：50点#r瞬间释放#r冷却时间：60秒#r强化体质，增加会心率6点，每次受攻击获得怒气增长15点#r#cFF6600与礼敬如来共同冷却时间，且不能共同作用	消耗气：50点#r瞬间释放     冷却时间：60秒#r强化体质，增加会心率6点，每次受攻击获得怒气增长15点#r#cFF6600与礼敬如来共同冷却时间，且不能共同作用
358	706	铁布衫	6	6	0	60000	-1	-1	消耗mp	4	45	-1	驱散原有状态	9	29	-1	-1	-1	-1	-1	-1			|生效一次的附加效果1	279	|引导周期的附加效果1	-1	|生效一次的附加效果2	-1	|引导周期的附加效果2	-1																	消耗气：59点#r瞬间释放#r冷却时间：60秒#r强化体质，增加会心率6点，每次受攻击获得怒气增长18点#r#cFF6600与礼敬如来共同冷却时间，且不能共同作用	消耗气：59点#r瞬间释放     冷却时间：60秒#r强化体质，增加会心率6点，每次受攻击获得怒气增长18点#r#cFF6600与礼敬如来共同冷却时间，且不能共同作用
359	707	铁布衫	7	7	0	60000	-1	-1	消耗mp	4	48	-1	驱散原有状态	9	29	-1	-1	-1	-1	-1	-1			|生效一次的附加效果1	280	|引导周期的附加效果1	-1	|生效一次的附加效果2	-1	|引导周期的附加效果2	-1																	消耗气：67点#r瞬间释放#r冷却时间：60秒#r强化体质，增加会心率8点，每次受攻击获得怒气增长21点#r#cFF6600与礼敬如来共同冷却时间，且不能共同作用	消耗气：67点#r瞬间释放     冷却时间：60秒#r强化体质，增加会心率8点，每次受攻击获得怒气增长21点#r#cFF6600与礼敬如来共同冷却时间，且不能共同作用
360	708	铁布衫	8	8	0	60000	-1	-1	消耗mp	4	51	-1	驱散原有状态	9	29	-1	-1	-1	-1	-1	-1			|生效一次的附加效果1	281	|引导周期的附加效果1	-1	|生效一次的附加效果2	-1	|引导周期的附加效果2	-1																	消耗气：76点#r瞬间释放#r冷却时间：60秒#r强化体质，增加会心率8点，每次受攻击获得怒气增长24点#r#cFF6600与礼敬如来共同冷却时间，且不能共同作用	消耗气：76点#r瞬间释放     冷却时间：60秒#r强化体质，增加会心率8点，每次受攻击获得怒气增长24点#r#cFF6600与礼敬如来共同冷却时间，且不能共同作用
361	709	铁布衫	9	9	0	60000	-1	-1	消耗mp	4	54	-1	驱散原有状态	9	29	-1	-1	-1	-1	-1	-1			|生效一次的附加效果1	282	|引导周期的附加效果1	-1	|生效一次的附加效果2	-1	|引导周期的附加效果2	-1																	消耗气：86点#r瞬间释放#r冷却时间：60秒#r强化体质，增加会心率10点，每次受攻击获得怒气增长27点#r#cFF6600与礼敬如来共同冷却时间，且不能共同作用	消耗气：86点#r瞬间释放     冷却时间：60秒#r强化体质，增加会心率10点，每次受攻击获得怒气增长27点#r#cFF6600与礼敬如来共同冷却时间，且不能共同作用
362	710	铁布衫	10	10	0	60000	-1	-1	消耗mp	4	57	-1	驱散原有状态	9	29	-1	-1	-1	-1	-1	-1			|生效一次的附加效果1	283	|引导周期的附加效果1	-1	|生效一次的附加效果2	-1	|引导周期的附加效果2	-1																	消耗气：95点#r瞬间释放#r冷却时间：60秒#r强化体质，增加会心率10点，每次受攻击获得怒气增长30点#r#cFF6600与礼敬如来共同冷却时间，且不能共同作用	消耗气：95点#r瞬间释放     冷却时间：60秒#r强化体质，增加会心率10点，每次受攻击获得怒气增长30点#r#cFF6600与礼敬如来共同冷却时间，且不能共同作用
363	711	铁布衫	11	11	0	60000	-1	-1	消耗mp	4	60	-1	驱散原有状态	9	29	-1	-1	-1	-1	-1	-1			|生效一次的附加效果1	284	|引导周期的附加效果1	-1	|生效一次的附加效果2	-1	|引导周期的附加效果2	-1																	消耗气：103点#r瞬间释放#r冷却时间：60秒#r强化体质，增加会心率12点，每次受攻击获得怒气增长33点#r#cFF6600与礼敬如来共同冷却时间，且不能共同作用	消耗气：103点#r瞬间释放     冷却时间：60秒#r强化体质，增加会心率12点，每次受攻击获得怒气增长33点#r#cFF6600与礼敬如来共同冷却时间，且不能共同作用
364	712	铁布衫	12	12	0	60000	-1	-1	消耗mp	4	63	-1	驱散原有状态	9	29	-1	-1	-1	-1	-1	-1			|生效一次的附加效果1	285	|引导周期的附加效果1	-1	|生效一次的附加效果2	-1	|引导周期的附加效果2	-1																	消耗气：113点#r瞬间释放#r冷却时间：60秒#r强化体质，增加会心率12点，每次受攻击获得怒气增长36点#r#cFF6600与礼敬如来共同冷却时间，且不能共同作用	消耗气：113点#r瞬间释放     冷却时间：60秒#r强化体质，增加会心率12点，每次受攻击获得怒气增长36点#r#cFF6600与礼敬如来共同冷却时间，且不能共同作用
365	801	无相截指	1	1	0	120000	-1	-1	消耗mp	4	13	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1			|生效一次的附加效果1	286	|引导周期的附加效果1	-1	|生效一次的附加效果2	298	|引导周期的附加效果2	-1																	消耗气：13点#r有效距离：2米#r瞬间释放#r冷却时间：2分钟#r玄系攻击，增加玄攻击31点，被击中后，身体移动缓慢30%，持续6秒#r#cFF6600需要装备武器	消耗气：13点     有效距离：2米#r瞬间释放     冷却时间：2分钟#r玄系攻击，增加玄攻击31点，被击中后，身体移动缓慢30%，持续6秒#r#cFF6600需要装备武器
366	802	无相截指	2	2	0	120000	-1	-1	消耗mp	4	16	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1			|生效一次的附加效果1	287	|引导周期的附加效果1	-1	|生效一次的附加效果2	298	|引导周期的附加效果2	-1																	消耗气：23点#r有效距离：2米#r瞬间释放#r冷却时间：2分钟#r玄系攻击，增加玄攻击51点，被击中后，身体移动缓慢30%，持续6秒#r#cFF6600需要装备武器	消耗气：23点     有效距离：2米#r瞬间释放     冷却时间：2分钟#r玄系攻击，增加玄攻击51点，被击中后，身体移动缓慢30%，持续6秒#r#cFF6600需要装备武器
