INT	STRING	INT	STRING	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	STRING	INT	STRING	INT	STRING	INT	STRING	INT	STRING	INT	STRING	INT	STRING	INT	STRING	INT	STRING	INT	STRING	INT	STRING	INT	STRING	INT	STRING	INT	STRING	INT	STRING	INT	STRING	INT	STRING
253	韦陀杵HPDOT1	10	StdImpact010	1	1	1	40	-1	0	1	0	0	0	0	0	0	0	10000	2000	1	0	0	0	0	子效果1的DataIndex	265	子效果2的DataIndex	-1	子效果3的DataIndex	-1	子效果4的DataIndex	-1	子效果5的DataIndex	-1	子效果6的DataIndex	-1	子效果7的DataIndex	-1	子效果8的DataIndex	-1	子效果9的DataIndex	-1	子效果10的DataIndex	-1	子效果11的DataIndex	-1	子效果12的DataIndex	-1	子效果13的DataIndex	-1	子效果14的DataIndex	-1	子效果15的DataIndex	-1	子效果16的DataIndex	-1	韦陀杵HPDOT1
254	韦陀杵HPDOT1	10	StdImpact010	1	1	1	50	-1	0	1	0	0	0	0	0	0	0	10000	2000	1	0	0	0	0	子效果1的DataIndex	266	子效果2的DataIndex	-1	子效果3的DataIndex	-1	子效果4的DataIndex	-1	子效果5的DataIndex	-1	子效果6的DataIndex	-1	子效果7的DataIndex	-1	子效果8的DataIndex	-1	子效果9的DataIndex	-1	子效果10的DataIndex	-1	子效果11的DataIndex	-1	子效果12的DataIndex	-1	子效果13的DataIndex	-1	子效果14的DataIndex	-1	子效果15的DataIndex	-1	子效果16的DataIndex	-1	韦陀杵HPDOT1
255	韦陀杵HPDOT1	10	StdImpact010	1	1	1	60	-1	0	1	0	0	0	0	0	0	0	10000	2000	1	0	0	0	0	子效果1的DataIndex	267	子效果2的DataIndex	-1	子效果3的DataIndex	-1	子效果4的DataIndex	-1	子效果5的DataIndex	-1	子效果6的DataIndex	-1	子效果7的DataIndex	-1	子效果8的DataIndex	-1	子效果9的DataIndex	-1	子效果10的DataIndex	-1	子效果11的DataIndex	-1	子效果12的DataIndex	-1	子效果13的DataIndex	-1	子效果14的DataIndex	-1	子效果15的DataIndex	-1	子效果16的DataIndex	-1	韦陀杵HPDOT1
256	韦陀杵HPDOT1	10	StdImpact010	1	1	1	70	-1	0	1	0	0	0	0	0	0	0	10000	2000	1	0	0	0	0	子效果1的DataIndex	268	子效果2的DataIndex	-1	子效果3的DataIndex	-1	子效果4的DataIndex	-1	子效果5的DataIndex	-1	子效果6的DataIndex	-1	子效果7的DataIndex	-1	子效果8的DataIndex	-1	子效果9的DataIndex	-1	子效果10的DataIndex	-1	子效果11的DataIndex	-1	子效果12的DataIndex	-1	子效果13的DataIndex	-1	子效果14的DataIndex	-1	子效果15的DataIndex	-1	子效果16的DataIndex	-1	韦陀杵HPDOT1
257	韦陀杵HPDOT1	10	StdImpact010	1	1	1	80	-1	0	1	0	0	0	0	0	0	0	10000	2000	1	0	0	0	0	子效果1的DataIndex	269	子效果2的DataIndex	-1	子效果3的DataIndex	-1	子效果4的DataIndex	-1	子效果5的DataIndex	-1	子效果6的DataIndex	-1	子效果7的DataIndex	-1	子效果8的DataIndex	-1	子效果9的DataIndex	-1	子效果10的DataIndex	-1	子效果11的DataIndex	-1	子效果12的DataIndex	-1	子效果13的DataIndex	-1	子效果14的DataIndex	-1	子效果15的DataIndex	-1	子效果16的DataIndex	-1	韦陀杵HPDOT1
258	韦陀杵HPDOT1	10	StdImpact010	1	1	1	90	-1	0	1	0	0	0	0	0	0	0	10000	2000	1	0	0	0	0	子效果1的DataIndex	270	子效果2的DataIndex	-1	子效果3的DataIndex	-1	子效果4的DataIndex	-1	子效果5的DataIndex	-1	子效果6的DataIndex	-1	子效果7的DataIndex	-1	子效果8的DataIndex	-1	子效果9的DataIndex	-1	子效果10的DataIndex	-1	子效果11的DataIndex	-1	子效果12的DataIndex	-1	子效果13的DataIndex	-1	子效果14的DataIndex	-1	子效果15的DataIndex	-1	子效果16的DataIndex	-1	韦陀杵HPDOT1
259	韦陀杵HPDOT1	10	StdImpact010	1	1	1	100	-1	0	1	0	0	0	0	0	0	0	10000	2000	1	0	0	0	0	子效果1的DataIndex	271	子效果2的DataIndex	-1	子效果3的DataIndex	-1	子效果4的DataIndex	-1	子效果5的DataIndex	-1	子效果6的DataIndex	-1	子效果7的DataIndex	-1	子效果8的DataIndex	-1	子效果9的DataIndex	-1	子效果10的DataIndex	-1	子效果11的DataIndex	-1	子效果12的DataIndex	-1	子效果13的DataIndex	-1	子效果14的DataIndex	-1	子效果15的DataIndex	-1	子效果16的DataIndex	-1	韦陀杵HPDOT1
260	韦陀杵HPDOT1	10	StdImpact010	1	1	1	110	-1	0	1	0	0	0	0	0	0	0	10000	2000	1	0	0	0	0	子效果1的DataIndex	272	子效果2的DataIndex	-1	子效果3的DataIndex	-1	子效果4的DataIndex	-1	子效果5的DataIndex	-1	子效果6的DataIndex	-1	子效果7的DataIndex	-1	子效果8的DataIndex	-1	子效果9的DataIndex	-1	子效果10的DataIndex	-1	子效果11的DataIndex	-1	子效果12的DataIndex	-1	子效果13的DataIndex	-1	子效果14的DataIndex	-1	子效果15的DataIndex	-1	子效果16的DataIndex	-1	韦陀杵HPDOT1
261	韦陀杵HPDOT1	10	StdImpact010	1	1	1	120	-1	0	1	0	0	0	0	0	0	0	10000	2000	1	0	0	0	0	子效果1的DataIndex	273	子效果2的DataIndex	-1	子效果3的DataIndex	-1	子效果4的DataIndex	-1	子效果5的DataIndex	-1	子效果6的DataIndex	-1	子效果7的DataIndex	-1	子效果8的DataIndex	-1	子效果9的DataIndex	-1	子效果10的DataIndex	-1	子效果11的DataIndex	-1	子效果12的DataIndex	-1	子效果13的DataIndex	-1	子效果14的DataIndex	-1	子效果15的DataIndex	-1	子效果16的DataIndex	-1	韦陀杵HPDOT1
262	HPDOT1减血	1	STD_IMPACT_001	0	6	-1	0	-1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	伤害数值	5																															HPDOT1减血
263	HPDOT1减血	1	STD_IMPACT_001	0	6	-1	0	-1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	伤害数值	10																															HPDOT1减血
264	HPDOT1减血	1	STD_IMPACT_001	0	6	-1	0	-1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	伤害数值	15																															HPDOT1减血
265	HPDOT1减血	1	STD_IMPACT_001	0	6	-1	0	-1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	伤害数值	20																															HPDOT1减血
266	HPDOT1减血	1	STD_IMPACT_001	0	6	-1	0	-1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	伤害数值	25																															HPDOT1减血
267	HPDOT1减血	1	STD_IMPACT_001	0	6	-1	0	-1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	伤害数值	30																															HPDOT1减血
268	HPDOT1减血	1	STD_IMPACT_001	0	6	-1	0	-1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	伤害数值	35																															HPDOT1减血
269	HPDOT1减血	1	STD_IMPACT_001	0	6	-1	0	-1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	伤害数值	40																															HPDOT1减血
270	HPDOT1减血	1	STD_IMPACT_001	0	6	-1	0	-1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	伤害数值	45																															HPDOT1减血
271	HPDOT1减血	1	STD_IMPACT_001	0	6	-1	0	-1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	伤害数值	50																															HPDOT1减血
272	HPDOT1减血	1	STD_IMPACT_001	0	6	-1	0	-1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	伤害数值	55																															HPDOT1减血
273	HPDOT1减血	1	STD_IMPACT_001	0	6	-1	0	-1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	伤害数值	60																															HPDOT1减血
274	铁布杉,+会心,+怒气转换率	39	STD_IMPACT_039	1	100	100	10	1	0	0	1	0	0	0	0	0	0	-1	0	0	0	0	0	0	会心率修正	1	怒气产生率修正%	20																													铁布杉
275	铁布杉,+会心,+怒气转换率	39	STD_IMPACT_039	1	100	100	20	1	0	0	1	0	0	0	0	0	0	-1	0	0	0	0	0	0	会心率修正	1	怒气产生率修正%	22																													铁布杉
276	铁布杉,+会心,+怒气转换率	39	STD_IMPACT_039	1	100	100	30	1	0	0	1	0	0	0	0	0	0	-1	0	0	0	0	0	0	会心率修正	1	怒气产生率修正%	24																													铁布杉
277	铁布杉,+会心,+怒气转换率	39	STD_IMPACT_039	1	100	100	40	1	0	0	1	0	0	0	0	0	0	-1	0	0	0	0	0	0	会心率修正	2	怒气产生率修正%	26																													铁布杉
278	铁布杉,+会心,+怒气转换率	39	STD_IMPACT_039	1	100	100	50	1	0	0	1	0	0	0	0	0	0	-1	0	0	0	0	0	0	会心率修正	2	怒气产生率修正%	28																													铁布杉
279	铁布杉,+会心,+怒气转换率	39	STD_IMPACT_039	1	100	100	60	1	0	0	1	0	0	0	0	0	0	-1	0	0	0	0	0	0	会心率修正	2	怒气产生率修正%	30																													铁布杉
280	铁布杉,+会心,+怒气转换率	39	STD_IMPACT_039	1	100	100	70	1	0	0	1	0	0	0	0	0	0	-1	0	0	0	0	0	0	会心率修正	3	怒气产生率修正%	32																													铁布杉
281	铁布杉,+会心,+怒气转换率	39	STD_IMPACT_039	1	100	100	80	1	0	0	1	0	0	0	0	0	0	-1	0	0	0	0	0	0	会心率修正	3	怒气产生率修正%	34																													铁布杉
282	铁布杉,+会心,+怒气转换率	39	STD_IMPACT_039	1	100	100	90	1	0	0	1	0	0	0	0	0	0	-1	0	0	0	0	0	0	会心率修正	3	怒气产生率修正%	36																													铁布杉
283	铁布杉,+会心,+怒气转换率	39	STD_IMPACT_039	1	100	100	100	1	0	0	1	0	0	0	0	0	0	-1	0	0	0	0	0	0	会心率修正	4	怒气产生率修正%	38																													铁布杉
284	铁布杉,+会心,+怒气转换率	39	STD_IMPACT_039	1	100	100	110	1	0	0	1	0	0	0	0	0	0	-1	0	0	0	0	0	0	会心率修正	4	怒气产生率修正%	40																													铁布杉
285	铁布杉,+会心,+怒气转换率	39	STD_IMPACT_039	1	100	100	120	1	0	0	1	0	0	0	0	0	0	-1	0	0	0	0	0	0	会心率修正	4	怒气产生率修正%	42																													铁布杉
286	无相截指+玄攻	3	STD_IMPACT_003	0	0	-1	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	物理伤害	0	魔法伤害域	0	冰系伤害域	0	火系伤害域	0	电系伤害域	23	毒系伤害域	0																					无相截指+玄攻
287	无相截指+玄攻	3	STD_IMPACT_003	0	0	-1	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	物理伤害	0	魔法伤害域	0	冰系伤害域	0	火系伤害域	0	电系伤害域	34	毒系伤害域	0																					无相截指+玄攻
288	无相截指+玄攻	3	STD_IMPACT_003	0	0	-1	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	物理伤害	0	魔法伤害域	0	冰系伤害域	0	火系伤害域	0	电系伤害域	45	毒系伤害域	0																					无相截指+玄攻
289	无相截指+玄攻	3	STD_IMPACT_003	0	0	-1	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	物理伤害	0	魔法伤害域	0	冰系伤害域	0	火系伤害域	0	电系伤害域	56	毒系伤害域	0																					无相截指+玄攻
290	无相截指+玄攻	3	STD_IMPACT_003	0	0	-1	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	物理伤害	0	魔法伤害域	0	冰系伤害域	0	火系伤害域	0	电系伤害域	67	毒系伤害域	0																					无相截指+玄攻
291	无相截指+玄攻	3	STD_IMPACT_003	0	0	-1	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	物理伤害	0	魔法伤害域	0	冰系伤害域	0	火系伤害域	0	电系伤害域	78	毒系伤害域	0																					无相截指+玄攻
292	无相截指+玄攻	3	STD_IMPACT_003	0	0	-1	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	物理伤害	0	魔法伤害域	0	冰系伤害域	0	火系伤害域	0	电系伤害域	89	毒系伤害域	0																					无相截指+玄攻
293	无相截指+玄攻	3	STD_IMPACT_003	0	0	-1	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	物理伤害	0	魔法伤害域	0	冰系伤害域	0	火系伤害域	0	电系伤害域	100	毒系伤害域	0																					无相截指+玄攻
294	无相截指+玄攻	3	STD_IMPACT_003	0	0	-1	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	物理伤害	0	魔法伤害域	0	冰系伤害域	0	火系伤害域	0	电系伤害域	111	毒系伤害域	0																					无相截指+玄攻
295	无相截指+玄攻	3	STD_IMPACT_003	0	0	-1	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	物理伤害	0	魔法伤害域	0	冰系伤害域	0	火系伤害域	0	电系伤害域	122	毒系伤害域	0																					无相截指+玄攻
296	无相截指+玄攻	3	STD_IMPACT_003	0	0	-1	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	物理伤害	0	魔法伤害域	0	冰系伤害域	0	火系伤害域	0	电系伤害域	133	毒系伤害域	0																					无相截指+玄攻
297	无相截指+玄攻	3	STD_IMPACT_003	0	0	-1	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	物理伤害	0	魔法伤害域	0	冰系伤害域	0	火系伤害域	0	电系伤害域	144	毒系伤害域	0																					无相截指+玄攻
298	无相截指-僵硬	14	STD_IMPACT_014	1	23	23	10	-1	0	1	0	0	0	0	0	0	0	6000	0	0	0	0	0	0	CanAction1标记	-1	CanAction2标记	-1	CanMove	-1	Unbreakable	-1	移动速度修正%	-30	隐身级别修正	0	反隐级别修正	0	变身ID	-1	骑乘ID	-1															无相截指-迟缓
299	罗汉阵+外防	11	STD_IMPACT_011	1	98	98	10	1	0	0	1	0	0	0	0	0	0	60000	0	0	0	0	0	0	物理攻击修正	0	物理防御修正	10	魔法攻击修正	0	魔法防御修正	0	冰系攻击修正	0	冰系抗性修正	0	火系攻击修正	0	火系抗性修正	0	电系攻击修正	0	电系抗性修正	0	毒系攻击修正	0	毒系抗性修正	0	MAX_HP修正	0	MAX_MP修正	0	MAX_RAGE修正	0	MAX_STRIKE_POINT修正	0	加物防
300	罗汉阵+外防	11	STD_IMPACT_011	1	98	98	20	1	0	0	1	0	0	0	0	0	0	60000	0	0	0	0	0	0	物理攻击修正	0	物理防御修正	21	魔法攻击修正	0	魔法防御修正	0	冰系攻击修正	0	冰系抗性修正	0	火系攻击修正	0	火系抗性修正	0	电系攻击修正	0	电系抗性修正	0	毒系攻击修正	0	毒系抗性修正	0	MAX_HP修正	0	MAX_MP修正	0	MAX_RAGE修正	0	MAX_STRIKE_POINT修正	0	加物防
301	罗汉阵+外防	11	STD_IMPACT_011	1	98	98	30	1	0	0	1	0	0	0	0	0	0	60000	0	0	0	0	0	0	物理攻击修正	0	物理防御修正	37	魔法攻击修正	0	魔法防御修正	0	冰系攻击修正	0	冰系抗性修正	0	火系攻击修正	0	火系抗性修正	0	电系攻击修正	0	电系抗性修正	0	毒系攻击修正	0	毒系抗性修正	0	MAX_HP修正	0	MAX_MP修正	0	MAX_RAGE修正	0	MAX_STRIKE_POINT修正	0	加物防
302	罗汉阵+外防	11	STD_IMPACT_011	1	98	98	40	1	0	0	1	0	0	0	0	0	0	60000	0	0	0	0	0	0	物理攻击修正	0	物理防御修正	58	魔法攻击修正	0	魔法防御修正	0	冰系攻击修正	0	冰系抗性修正	0	火系攻击修正	0	火系抗性修正	0	电系攻击修正	0	电系抗性修正	0	毒系攻击修正	0	毒系抗性修正	0	MAX_HP修正	0	MAX_MP修正	0	MAX_RAGE修正	0	MAX_STRIKE_POINT修正	0	加物防
303	罗汉阵+外防	11	STD_IMPACT_011	1	98	98	50	1	0	0	1	0	0	0	0	0	0	60000	0	0	0	0	0	0	物理攻击修正	0	物理防御修正	84	魔法攻击修正	0	魔法防御修正	0	冰系攻击修正	0	冰系抗性修正	0	火系攻击修正	0	火系抗性修正	0	电系攻击修正	0	电系抗性修正	0	毒系攻击修正	0	毒系抗性修正	0	MAX_HP修正	0	MAX_MP修正	0	MAX_RAGE修正	0	MAX_STRIKE_POINT修正	0	加物防
304	罗汉阵+外防	11	STD_IMPACT_011	1	98	98	60	1	0	0	1	0	0	0	0	0	0	60000	0	0	0	0	0	0	物理攻击修正	0	物理防御修正	114	魔法攻击修正	0	魔法防御修正	0	冰系攻击修正	0	冰系抗性修正	0	火系攻击修正	0	火系抗性修正	0	电系攻击修正	0	电系抗性修正	0	毒系攻击修正	0	毒系抗性修正	0	MAX_HP修正	0	MAX_MP修正	0	MAX_RAGE修正	0	MAX_STRIKE_POINT修正	0	加物防
305	罗汉阵+外防	11	STD_IMPACT_011	1	98	98	70	1	0	0	1	0	0	0	0	0	0	60000	0	0	0	0	0	0	物理攻击修正	0	物理防御修正	149	魔法攻击修正	0	魔法防御修正	0	冰系攻击修正	0	冰系抗性修正	0	火系攻击修正	0	火系抗性修正	0	电系攻击修正	0	电系抗性修正	0	毒系攻击修正	0	毒系抗性修正	0	MAX_HP修正	0	MAX_MP修正	0	MAX_RAGE修正	0	MAX_STRIKE_POINT修正	0	加物防
306	罗汉阵+外防	11	STD_IMPACT_011	1	98	98	80	1	0	0	1	0	0	0	0	0	0	60000	0	0	0	0	0	0	物理攻击修正	0	物理防御修正	189	魔法攻击修正	0	魔法防御修正	0	冰系攻击修正	0	冰系抗性修正	0	火系攻击修正	0	火系抗性修正	0	电系攻击修正	0	电系抗性修正	0	毒系攻击修正	0	毒系抗性修正	0	MAX_HP修正	0	MAX_MP修正	0	MAX_RAGE修正	0	MAX_STRIKE_POINT修正	0	加物防
307	罗汉阵+外防	11	STD_IMPACT_011	1	98	98	90	1	0	0	1	0	0	0	0	0	0	60000	0	0	0	0	0	0	物理攻击修正	0	物理防御修正	234	魔法攻击修正	0	魔法防御修正	0	冰系攻击修正	0	冰系抗性修正	0	火系攻击修正	0	火系抗性修正	0	电系攻击修正	0	电系抗性修正	0	毒系攻击修正	0	毒系抗性修正	0	MAX_HP修正	0	MAX_MP修正	0	MAX_RAGE修正	0	MAX_STRIKE_POINT修正	0	加物防
308	罗汉阵+外防	11	STD_IMPACT_011	1	98	98	100	1	0	0	1	0	0	0	0	0	0	60000	0	0	0	0	0	0	物理攻击修正	0	物理防御修正	280	魔法攻击修正	0	魔法防御修正	0	冰系攻击修正	0	冰系抗性修正	0	火系攻击修正	0	火系抗性修正	0	电系攻击修正	0	电系抗性修正	0	毒系攻击修正	0	毒系抗性修正	0	MAX_HP修正	0	MAX_MP修正	0	MAX_RAGE修正	0	MAX_STRIKE_POINT修正	0	加物防
309	罗汉阵+外防	11	STD_IMPACT_011	1	98	98	110	1	0	0	1	0	0	0	0	0	0	60000	0	0	0	0	0	0	物理攻击修正	0	物理防御修正	330	魔法攻击修正	0	魔法防御修正	0	冰系攻击修正	0	冰系抗性修正	0	火系攻击修正	0	火系抗性修正	0	电系攻击修正	0	电系抗性修正	0	毒系攻击修正	0	毒系抗性修正	0	MAX_HP修正	0	MAX_MP修正	0	MAX_RAGE修正	0	MAX_STRIKE_POINT修正	0	加物防
310	罗汉阵+外防	11	STD_IMPACT_011	1	98	98	120	1	0	0	1	0	0	0	0	0	0	60000	0	0	0	0	0	0	物理攻击修正	0	物理防御修正	380	魔法攻击修正	0	魔法防御修正	0	冰系攻击修正	0	冰系抗性修正	0	火系攻击修正	0	火系抗性修正	0	电系攻击修正	0	电系抗性修正	0	毒系攻击修正	0	毒系抗性修正	0	MAX_HP修正	0	MAX_MP修正	0	MAX_RAGE修正	0	MAX_STRIKE_POINT修正	0	加物防
311	狮子吼	8	STD_IMPACT_008	0	9	-1	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	攻击还是回避；0：回避，1：攻击	1																															狮子吼
312	狮子吼	8	STD_IMPACT_008	0	9	-1	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	攻击还是回避；0：回避，1：攻击	1																															狮子吼
313	狮子吼	8	STD_IMPACT_008	0	9	-1	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	攻击还是回避；0：回避，1：攻击	1																															狮子吼
314	狮子吼	8	STD_IMPACT_008	0	9	-1	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	攻击还是回避；0：回避，1：攻击	1																															狮子吼
315	狮子吼	8	STD_IMPACT_008	0	9	-1	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	攻击还是回避；0：回避，1：攻击	1																															狮子吼
316	狮子吼	8	STD_IMPACT_008	0	9	-1	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	攻击还是回避；0：回避，1：攻击	1																															狮子吼
317	狮子吼	8	STD_IMPACT_008	0	9	-1	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	攻击还是回避；0：回避，1：攻击	1																															狮子吼
318	狮子吼	8	STD_IMPACT_008	0	9	-1	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	攻击还是回避；0：回避，1：攻击	1																															狮子吼
319	狮子吼	8	STD_IMPACT_008	0	9	-1	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	攻击还是回避；0：回避，1：攻击	1																															狮子吼
320	狮子吼	8	STD_IMPACT_008	0	9	-1	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	攻击还是回避；0：回避，1：攻击	1																															狮子吼
321	狮子吼	8	STD_IMPACT_008	0	9	-1	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	攻击还是回避；0：回避，1：攻击	1																															狮子吼
322	狮子吼	8	STD_IMPACT_008	0	9	-1	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	攻击还是回避；0：回避，1：攻击	1																															狮子吼
323	慈航普渡	11	STD_IMPACT_011	1	101	101	10	1	0	0	1	0	0	0	0	0	0	60000	0	0	0	0	0	0	物理攻击修正	0	物理防御修正	0	魔法攻击修正	0	魔法防御修正	0	冰系攻击修正	0	冰系抗性修正	2	火系攻击修正	0	火系抗性修正	2	电系攻击修正	0	电系抗性修正	2	毒系攻击修正	0	毒系抗性修正	2	MAX_HP修正	0	MAX_MP修正	0	MAX_RAGE修正	0	MAX_STRIKE_POINT修正	0	慈航普渡
324	慈航普渡	11	STD_IMPACT_011	1	101	101	20	1	0	0	1	0	0	0	0	0	0	60000	0	0	0	0	0	0	物理攻击修正	0	物理防御修正	0	魔法攻击修正	0	魔法防御修正	0	冰系攻击修正	0	冰系抗性修正	4	火系攻击修正	0	火系抗性修正	4	电系攻击修正	0	电系抗性修正	4	毒系攻击修正	0	毒系抗性修正	4	MAX_HP修正	0	MAX_MP修正	0	MAX_RAGE修正	0	MAX_STRIKE_POINT修正	0	慈航普渡
325	慈航普渡	11	STD_IMPACT_011	1	101	101	30	1	0	0	1	0	0	0	0	0	0	60000	0	0	0	0	0	0	物理攻击修正	0	物理防御修正	0	魔法攻击修正	0	魔法防御修正	0	冰系攻击修正	0	冰系抗性修正	6	火系攻击修正	0	火系抗性修正	6	电系攻击修正	0	电系抗性修正	6	毒系攻击修正	0	毒系抗性修正	6	MAX_HP修正	0	MAX_MP修正	0	MAX_RAGE修正	0	MAX_STRIKE_POINT修正	0	慈航普渡
326	慈航普渡	11	STD_IMPACT_011	1	101	101	40	1	0	0	1	0	0	0	0	0	0	60000	0	0	0	0	0	0	物理攻击修正	0	物理防御修正	0	魔法攻击修正	0	魔法防御修正	0	冰系攻击修正	0	冰系抗性修正	8	火系攻击修正	0	火系抗性修正	8	电系攻击修正	0	电系抗性修正	8	毒系攻击修正	0	毒系抗性修正	8	MAX_HP修正	0	MAX_MP修正	0	MAX_RAGE修正	0	MAX_STRIKE_POINT修正	0	慈航普渡
327	慈航普渡	11	STD_IMPACT_011	1	101	101	50	1	0	0	1	0	0	0	0	0	0	60000	0	0	0	0	0	0	物理攻击修正	0	物理防御修正	0	魔法攻击修正	0	魔法防御修正	0	冰系攻击修正	0	冰系抗性修正	10	火系攻击修正	0	火系抗性修正	10	电系攻击修正	0	电系抗性修正	10	毒系攻击修正	0	毒系抗性修正	10	MAX_HP修正	0	MAX_MP修正	0	MAX_RAGE修正	0	MAX_STRIKE_POINT修正	0	慈航普渡
328	慈航普渡	11	STD_IMPACT_011	1	101	101	60	1	0	0	1	0	0	0	0	0	0	60000	0	0	0	0	0	0	物理攻击修正	0	物理防御修正	0	魔法攻击修正	0	魔法防御修正	0	冰系攻击修正	0	冰系抗性修正	12	火系攻击修正	0	火系抗性修正	12	电系攻击修正	0	电系抗性修正	12	毒系攻击修正	0	毒系抗性修正	12	MAX_HP修正	0	MAX_MP修正	0	MAX_RAGE修正	0	MAX_STRIKE_POINT修正	0	慈航普渡
